code,signal,name
603768,突破回踩,常青股份
002376,突破回踩,新北洋
601800,MACD底背离,中国交建
600273,MACD底背离,嘉化能源
603317,突破回踩,天味食品
000958,突破回踩,电投产融
600461,上升通道回踩,洪城环境
000417,突破回踩,合百集团
603719,突破回踩,良品铺子
002712,突破回踩,思美传媒
603776,上升通道回踩,永安行
600388,上升通道回踩,龙净环保
600351,突破回踩,亚宝药业
000852,上升通道回踩,石化机械
600153,突破回踩,建发股份
600505,突破回踩,西昌电力
002043,突破回踩,兔 宝 宝
601006,上升通道回踩,大秦铁路
002715,突破回踩,登云股份
600229,上升通道回踩,城市传媒
603111,上升通道回踩,康尼机电
002205,长线均线支撑,国统股份
600198,突破回踩,大唐电信
605066,长线均线支撑,天正电气
000600,突破回踩,建投能源
600191,上升通道回踩,华资实业
000672,突破回踩,上峰水泥
603213,突破回踩,镇洋发展
002369,突破回踩,卓翼科技
001914,突破回踩,招商积余
002999,长线均线支撑,天禾股份
002611,突破回踩,东方精工
002910,长线均线支撑,庄园牧场
600366,突破回踩,宁波韵升
002319,突破回踩,乐通股份
601598,长线均线支撑,中国外运
600596,长线均线支撑,新安股份
002745,突破回踩,木林森
601827,突破回踩,三峰环境
002340,上升通道回踩,格林美
603815,突破回踩,交建股份
600479,上升通道回踩,千金药业
600667,突破回踩,太极实业
002125,突破回踩,湘潭电化
601577,上升通道回踩,长沙银行
601890,上升通道回踩,亚星锚链
600058,突破回踩,五矿发展
000701,突破回踩,厦门信达
002337,突破回踩,赛象科技
002254,突破回踩,泰和新材
601789,突破回踩,宁波建工
605366,上升通道回踩,宏柏新材
600927,突破回踩,永安期货
002441,突破回踩,众业达
603717,突破回踩,天域生物
002887,突破回踩,绿茵生态
000682,上升通道回踩,东方电子
000089,上升通道回踩,深圳机场
603703,突破回踩,盛洋科技
600027,突破回踩,华电国际
002732,上升通道回踩,燕塘乳业
003003,长线均线支撑,天元股份
002381,突破回踩,双箭股份
000514,突破回踩,渝 开 发
601198,突破回踩,东兴证券
000623,突破回踩,吉林敖东
000906,突破回踩,浙商中拓
601107,上升通道回踩,四川成渝
002366,突破回踩,融发核电
600202,突破回踩,哈空调
600919,上升通道回踩,江苏银行
603879,突破回踩,永悦科技
002646,突破回踩,天佑德酒
600577,突破回踩,精达股份
002386,上升通道回踩,天原股份
002982,上升通道回踩,湘佳股份
002564,上升通道回踩,天沃科技
002609,突破回踩,捷顺科技
002296,突破回踩,辉煌科技
603041,突破回踩,美思德
600573,突破回踩,惠泉啤酒
601939,上升通道回踩,建设银行
002264,上升通道回踩,新 华 都
603823,突破回踩,百合花
002513,突破回踩,蓝丰生化
002660,突破回踩,茂硕电源
600718,上升通道回踩,东软集团
001202,突破回踩,炬申股份
000001,上升通道回踩,平安银行
600858,突破回踩,银座股份
605567,突破回踩,春雪食品
603006,突破回踩,联明股份
000828,突破回踩,东莞控股
000599,突破回踩,青岛双星
603519,突破回踩,立霸股份
603386,长线均线支撑,骏亚科技
601098,突破回踩,中南传媒
603135,突破回踩,中重科技
002761,突破回踩,浙江建投
603912,突破回踩,佳力图
603616,突破回踩,韩建河山
603137,突破回踩,恒尚节能
001217,上升通道回踩,华尔泰
600727,突破回踩,鲁北化工
000605,突破回踩,渤海股份
000006,上升通道回踩,深振业Ａ
000758,突破回踩,中色股份
600854,突破回踩,春兰股份
002313,突破回踩,日海智能
603506,突破回踩,南都物业
603227,MACD底背离,雪峰科技
002458,突破回踩,益生股份
603601,突破回踩,再升科技
002212,上升通道回踩,天融信
605180,突破回踩,华生科技
600630,突破回踩,龙头股份
600283,上升通道回踩,钱江水利
002053,突破回踩,云南能投
603177,上升通道回踩,德创环保
601377,上升通道回踩,兴业证券
600986,上升通道回踩,浙文互联
000039,突破回踩,中集集团
000544,上升通道回踩,中原环保
002800,长线均线支撑,天顺股份
002293,上升通道回踩,罗莱生活
002248,突破回踩,华东数控
000503,上升通道回踩,国新健康
603176,突破回踩,汇通集团
603808,上升通道回踩,歌力思
603856,上升通道回踩,东宏股份
002890,突破回踩,弘宇股份
002137,突破回踩,实益达
002186,上升通道回踩,全 聚 德
600737,突破回踩,中粮糖业
601969,突破回踩,海南矿业
002507,上升通道回踩,涪陵榨菜
603956,突破回踩,威派格
002763,突破回踩,汇洁股份
002972,上升通道回踩,科安达
601155,突破回踩,新城控股
600006,突破回踩,东风股份
002461,突破回踩,珠江啤酒
000995,长线均线支撑,皇台酒业
600018,突破回踩,上港集团
001236,突破回踩,弘业期货
603328,上升通道回踩,依顿电子
600011,突破回踩,华能国际
603766,长线均线支撑,隆鑫通用
603399,突破回踩,永杉锂业
003016,突破回踩,欣贺股份
600692,突破回踩,亚通股份
601700,突破回踩,风范股份
000810,上升通道回踩,创维数字
600177,突破回踩,雅戈尔
603065,上升通道回踩,宿迁联盛
603901,上升通道回踩,永创智能
002184,突破回踩,海得控制
