code,name
000045,深纺织Ａ
000407,胜利股份
000417,合百集团
000506,招金黄金
000758,中色股份
000949,新乡化纤
000990,诚志股份
002022,科华生物
002030,达安基因
002077,大港股份
002088,鲁阳节能
002185,华天科技
002196,方正电机
002201,九鼎新材
002208,合肥城建
002237,恒邦股份
002279,久其软件
002405,四维图新
002492,恒基达鑫
002646,天佑德酒
002679,福建金森
002815,崇达技术
002828,贝肯能源
003042,中农联合
600078,澄星股份
600199,金种子酒
600354,敦煌种业
600371,万向德农
600531,豫光金铅
600539,狮头股份
600667,太极实业
600774,汉商集团
600955,维远股份
601117,中国化学
601133,柏诚股份
601677,明泰铝业
601699,潞安环能
601958,金钼股份
603162,海通发展
603313,梦百合
603900,莱绅通灵
605299,舒华体育
688488,艾迪药业
