code,name
000045,深纺织Ａ
000593,德龙汇能
000875,吉电股份
002022,科华生物
002044,美年健康
002103,广博股份
002291,遥望科技
002331,皖通科技
002354,天娱数科
002405,四维图新
002443,金洲管道
002446,盛路通信
002574,明牌珠宝
002609,捷顺科技
002658,雪迪龙
002659,凯文教育
002729,好利科技
002780,三夫户外
002815,崇达技术
002858,力盛体育
002953,日丰股份
600152,维科技术
600163,中闽能源
600268,国电南自
600539,狮头股份
600550,保变电气
600552,凯盛科技
600556,天下秀
600579,中化装备
600588,用友网络
600651,飞乐音响
600703,三安光电
600732,爱旭股份
601360,三六零
601949,中国出版
603038,华立股份
603161,科华控股
603602,纵横通信
603708,家家悦
603739,蔚蓝生物
603900,莱绅通灵
605162,新中港
688488,艾迪药业
