股票代码,股票名称,命中战法汇总,最新价,共振强度
002582,好想你,MACD抄底 + 三位一体,11.23,2
603399,永杉锂业,MACD抄底 + 三位一体,11.72,2
000546,金圆股份,MACD抄底,6.61,1
000006,深振业Ａ,MACD抄底,8.99,1
000759,中百集团,MACD抄底,5.66,1
000810,创维数字,MACD抄底,11.08,1
000862,银星能源,老鸭头,7.93,1
000036,华联控股,三位一体,5.21,1
000892,欢瑞世纪,MACD抄底,5.98,1
001313,粤海饲料,三位一体,7.56,1
002029,七 匹 狼,MACD抄底,10.36,1
002020,京新药业,三位一体,15.48,1
002068,黑猫股份,三位一体,9.2,1
002203,海亮股份,MACD抄底,14.82,1
002209,达 意 隆,MACD抄底,16.54,1
002066,瑞泰科技,MACD抄底,19.79,1
002361,神剑股份,MACD抄底,13.64,1
002370,亚太药业,MACD抄底,6.53,1
002583,海能达,三位一体,10.28,1
002675,东诚药业,MACD抄底,13.16,1
002682,龙洲股份,MACD抄底,6.01,1
002752,昇兴股份,MACD抄底,6.17,1
002846,英联股份,MACD抄底,14.47,1
000703,恒逸石化,老鸭头,12.43,1
002849,威星智能,三位一体,16.46,1
002972,科安达,三位一体,12.19,1
003042,中农联合,三位一体,17.97,1
003016,欣贺股份,MACD抄底,8.14,1
600143,金发科技,MACD抄底,17.01,1
600176,中国巨石,老鸭头,24.99,1
600236,桂冠电力,老鸭头,9.86,1
600039,四川路桥,MACD抄底,9.94,1
600333,长春燃气,MACD抄底,5.86,1
600338,西藏珠峰,三位一体,17.48,1
600546,山煤国际,老鸭头,11.82,1
600578,京能电力,老鸭头,5.57,1
600682,南京新百,MACD抄底,6.99,1
600706,曲江文旅,MACD抄底,10.08,1
600732,爱旭股份,老鸭头,15.19,1
600257,大湖股份,MACD抄底,6.64,1
600748,上实发展,三位一体,5.37,1
600857,宁波中百,MACD抄底,12.19,1
601002,晋亿实业,MACD抄底,5.44,1
600933,爱柯迪,MACD抄底,16.93,1
603002,宏昌电子,三位一体,10.34,1
603032,德新科技,MACD抄底,18.4,1
603101,汇嘉时代,MACD抄底,8.12,1
601872,招商轮船,老鸭头,17.1,1
603366,日出东方,老鸭头,10.06,1
603598,引力传媒,MACD抄底,19.49,1
603703,盛洋科技,三位一体,12.44,1
603758,秦安股份,MACD抄底,13.08,1
603819,神力股份,MACD抄底,13.15,1
605056,咸亨国际,老鸭头,23.5,1
605136,丽人丽妆,MACD抄底,10.1,1
605388,均瑶健康,MACD抄底,7.05,1
