股票代码,股票名称,命中战法汇总,最新价,共振强度
603619,中曼石油,MACD抄底 + 老鸭头,22.23,2
688567,孚能科技,MACD抄底 + 三位一体,16.34,2
603895,天永智能,MACD抄底 + 三位一体,29.3,2
002394,联发股份,MACD抄底 + 三位一体,15.66,2
601399,国机重装,MACD抄底 + 老鸭头,5.27,2
601022,宁波远洋,老鸭头,9.87,1
600993,马应龙,老鸭头,28.87,1
600988,赤峰黄金,老鸭头,31.79,1
600970,中材国际,老鸭头,11.08,1
600906,财达证券,MACD抄底,6.85,1
600887,伊利股份,老鸭头,29.2,1
600882,妙可蓝多,老鸭头,27.38,1
601089,福元医药,老鸭头,24.58,1
600854,春兰股份,老鸭头,5.42,1
600793,宜宾纸业,三位一体,23.41,1
600764,中国海防,MACD抄底,27.24,1
600754,锦江酒店,老鸭头,24.84,1
600736,苏州高新,老鸭头,7.13,1
600733,北汽蓝谷,老鸭头,7.99,1
600724,宁波富达,老鸭头,6.91,1
600855,航天长峰,MACD抄底,20.19,1
603017,中衡设计,三位一体,13.28,1
603015,弘讯科技,老鸭头,15.08,1
603013,亚普股份,三位一体,23.18,1
603008,喜临门,老鸭头,21.9,1
603006,联明股份,老鸭头,14.16,1
603004,鼎龙科技,MACD抄底,23.79,1
601968,宝钢包装,老鸭头,6.1,1
601166,兴业银行,老鸭头,21.04,1
601788,光大证券,MACD抄底,16.64,1
601686,友发集团,MACD抄底,6.29,1
601595,上海电影,MACD抄底,29.2,1
601360,三六零,老鸭头,12.59,1
601236,红塔证券,MACD抄底,8.16,1
601226,华电科工,三位一体,12.45,1
600714,金瑞矿业,三位一体,17.96,1
601163,三角轮胎,老鸭头,15.53,1
601878,浙商证券,MACD抄底,10.67,1
600449,宁夏建材,老鸭头,13.54,1
600446,金证股份,MACD抄底,15.46,1
600438,通威股份,MACD抄底,21.38,1
600435,北方导航,老鸭头,17.15,1
600405,动力源,老鸭头,5.53,1
600372,中航机载,老鸭头,16.14,1
600371,万向德农,老鸭头,9.45,1
600302,标准股份,老鸭头,13.28,1
600676,交运股份,老鸭头,8.17,1
600272,开开实业,MACD抄底,13.89,1
600271,航天信息,MACD抄底,10.12,1
600257,大湖股份,老鸭头,7.31,1
600250,南京商旅,MACD抄底,11.44,1
600216,浙江医药,三位一体,16.57,1
600210,紫江企业,老鸭头,7.71,1
600198,大唐电信,老鸭头,9.87,1
600195,中牧股份,MACD抄底,8.18,1
600281,华阳新材,三位一体,6.75,1
603022,新通联,老鸭头,11.63,1
600663,陆家嘴,老鸭头,8.37,1
600658,电子城,MACD抄底,5.35,1
600618,氯碱化工,老鸭头,15.91,1
600613,神奇制药,老鸭头,6.51,1
600610,中毅达,老鸭头,12.03,1
600597,光明乳业,MACD抄底,7.95,1
600592,龙溪股份,三位一体,26.79,1
600459,贵研铂业,三位一体,25.85,1
600531,豫光金铅,老鸭头,18.07,1
600528,中铁工业,老鸭头,8.48,1
600522,中天科技,三位一体,29.14,1
600516,方大炭素,MACD抄底,5.96,1
600501,航天晨光,三位一体,26.16,1
600493,凤竹纺织,老鸭头,8.19,1
600481,双良节能,三位一体,9.37,1
600475,华光环能,三位一体,22.23,1
600561,江西长运,老鸭头,7.18,1
688472,阿特斯,三位一体,18.05,1
688429,时创能源,三位一体,15.5,1
688315,诺禾致源,三位一体,17.0,1
688306,均普智能,老鸭头,11.76,1
688299,长阳科技,三位一体,19.91,1
688280,精进电动,三位一体,10.61,1
688223,晶科能源,三位一体,6.9,1
603036,如通股份,三位一体,20.9,1
688105,诺唯赞,MACD抄底,20.32,1
688085,三友医疗,三位一体,22.3,1
605500,森林包装,老鸭头,9.29,1
605287,德才股份,MACD抄底,26.21,1
603788,宁波高发,老鸭头,16.72,1
603766,隆鑫通用,老鸭头,15.75,1
603739,蔚蓝生物,老鸭头,15.9,1
603707,健友股份,老鸭头,9.9,1
688209,英集芯,MACD抄底,21.51,1
000636,风华高科,三位一体,25.74,1
000589,贵州轮胎,老鸭头,5.2,1
000561,烽火电子,MACD抄底,11.37,1
000557,西部创业,MACD抄底,5.06,1
000553,安道麦A,老鸭头,6.23,1
000551,创元科技,老鸭头,15.36,1
000537,中绿电,老鸭头,8.75,1
000426,兴业银锡,老鸭头,34.97,1
688485,九州一轨,三位一体,19.98,1
000151,中成股份,老鸭头,13.76,1
000065,北方国际,MACD抄底,12.86,1
000048,京基智农,三位一体,19.06,1
000045,深纺织Ａ,老鸭头,13.19,1
000026,飞亚达,MACD抄底,15.83,1
000009,中国宝安,MACD抄底,9.59,1
688599,天合光能,三位一体,20.89,1
688556,高测股份,三位一体,17.84,1
000407,胜利股份,老鸭头,5.21,1
603279,景津装备,三位一体,21.04,1
603276,恒兴新材,老鸭头,18.69,1
603238,诺邦股份,老鸭头,18.73,1
603213,镇洋发展,老鸭头,14.08,1
603196,日播时尚,老鸭头,25.41,1
603185,弘元绿能,MACD抄底,31.3,1
603137,恒尚节能,老鸭头,14.63,1
603111,康尼机电,老鸭头,7.22,1
603703,盛洋科技,MACD抄底,15.2,1
603089,正裕工业,老鸭头,13.87,1
603085,天成自控,老鸭头,12.11,1
603078,江化微,老鸭头,25.54,1
603075,热威股份,MACD抄底,22.01,1
603073,彩蝶实业,老鸭头,21.25,1
603066,音飞储存,老鸭头,11.27,1
603065,宿迁联盛,三位一体,9.65,1
600191,华资实业,MACD抄底,13.26,1
603100,川仪股份,MACD抄底,22.94,1
603680,今创集团,老鸭头,15.33,1
603665,康隆达,三位一体,31.93,1
603617,君禾股份,老鸭头,7.91,1
603615,茶花股份,MACD抄底,23.55,1
603608,天创时尚,三位一体,8.33,1
603538,美诺华,老鸭头,21.51,1
603527,众源新材,MACD抄底,11.31,1
603505,金石资源,三位一体,22.29,1
603289,泰瑞机器,老鸭头,11.2,1
603390,通达电气,老鸭头,12.9,1
603365,水星家纺,老鸭头,20.26,1
603351,威尔药业,MACD抄底,26.73,1
603332,苏州龙杰,老鸭头,14.06,1
603321,梅轮电梯,老鸭头,8.14,1
