股票代码,股票名称,命中战法汇总,最新价,共振强度
600279,重庆港,MACD抄底 + 三位一体,5.34,2
000586,汇源通信,三位一体,16.74,1
000510,新金路,三位一体,19.58,1
000700,模塑科技,三位一体,15.07,1
000712,锦龙股份,老鸭头,10.99,1
000823,超声电子,老鸭头,16.22,1
000913,钱江摩托,MACD抄底,12.0,1
001914,招商积余,MACD抄底,9.94,1
002012,凯恩股份,老鸭头,7.51,1
002027,分众传媒,MACD抄底,5.55,1
002053,云南能投,MACD抄底,12.23,1
002096,易普力,三位一体,11.52,1
002137,实益达,三位一体,9.45,1
002171,楚江新材,老鸭头,11.97,1
002277,友阿股份,老鸭头,6.51,1
002372,伟星新材,MACD抄底,9.9,1
002404,嘉欣丝绸,MACD抄底,7.4,1
002406,远东传动,老鸭头,8.41,1
000655,金岭矿业,MACD抄底,7.35,1
002410,广联达,MACD抄底,10.1,1
002483,润邦股份,MACD抄底,5.94,1
002575,群兴玩具,三位一体,6.23,1
002571,德力股份,老鸭头,12.0,1
002783,凯龙股份,MACD抄底,8.54,1
600197,伊力特,老鸭头,12.36,1
600199,金种子酒,老鸭头,8.18,1
002617,露笑科技,老鸭头,9.09,1
600203,福日电子,老鸭头,12.98,1
600226,亨通股份,老鸭头,6.08,1
600558,大西洋,MACD抄底,5.63,1
600588,用友网络,MACD抄底,11.28,1
600595,中孚实业,MACD抄底,7.55,1
600597,光明乳业,MACD抄底,7.03,1
600601,方正科技,老鸭头,12.67,1
600682,南京新百,MACD抄底,6.17,1
600719,大连热电,老鸭头,9.29,1
600859,王府井,MACD抄底,10.98,1
600897,厦门空港,MACD抄底,15.06,1
600901,江苏金租,MACD抄底,6.66,1
600969,郴电国际,老鸭头,11.19,1
600996,贵广网络,老鸭头,9.08,1
601058,赛轮轮胎,MACD抄底,12.75,1
601898,中煤能源,MACD抄底,16.4,1
603006,联明股份,老鸭头,13.84,1
603328,依顿电子,老鸭头,12.52,1
603335,迪生力,老鸭头,7.19,1
603633,徕木股份,三位一体,9.06,1
603685,晨丰科技,老鸭头,32.9,1
603687,大胜达,三位一体,17.89,1
603997,继峰股份,三位一体,15.08,1
605108,同庆楼,MACD抄底,13.64,1
