股票代码,股票名称,命中战法汇总,最新价,共振强度
000060,中金岭南,老鸭头,7.55,1
000061,农 产 品,MACD抄底,9.29,1
000301,东方盛虹,老鸭头,12.93,1
000507,珠海港,老鸭头,5.6,1
000524,岭南控股,老鸭头,12.89,1
000557,西部创业,老鸭头,5.04,1
000565,渝三峡Ａ,三位一体,8.65,1
000593,德龙汇能,老鸭头,14.95,1
000630,铜陵有色,老鸭头,7.47,1
000635,英 力 特,三位一体,9.51,1
000655,金岭矿业,老鸭头,10.63,1
000701,厦门信达,MACD抄底,6.34,1
000819,岳阳兴长,老鸭头,16.33,1
000825,太钢不锈,老鸭头,5.13,1
000932,华菱钢铁,老鸭头,6.4,1
001299,美能能源,老鸭头,13.74,1
001376,百通能源,老鸭头,21.15,1
002023,海特高新,MACD抄底,11.87,1
002208,合肥城建,三位一体,15.82,1
002235,安妮股份,MACD抄底,10.67,1
002278,神开股份,老鸭头,13.84,1
002476,宝莫股份,老鸭头,6.62,1
002488,金固股份,三位一体,13.13,1
002532,天山铝业,老鸭头,18.29,1
002540,亚太科技,老鸭头,7.43,1
002629,仁智股份,老鸭头,6.68,1
002636,金安国纪,老鸭头,26.0,1
002724,海洋王,老鸭头,7.73,1
002734,利民股份,三位一体,21.77,1
002805,丰元股份,三位一体,17.82,1
002810,山东赫达,三位一体,19.03,1
002825,纳尔股份,MACD抄底,10.99,1
600084,中信尼雅,老鸭头,7.19,1
600099,林海股份,三位一体,11.46,1
600218,全柴动力,MACD抄底,11.16,1
600279,重庆港,老鸭头,5.45,1
600416,湘电股份,MACD抄底,14.66,1
600459,贵研铂业,老鸭头,23.14,1
600595,中孚实业,老鸭头,8.69,1
600676,交运股份,三位一体,8.45,1
600703,三安光电,三位一体,16.97,1
600901,江苏金租,老鸭头,6.42,1
600970,中材国际,老鸭头,11.07,1
601022,宁波远洋,老鸭头,9.91,1
601339,百隆东方,老鸭头,7.02,1
601677,明泰铝业,老鸭头,16.79,1
601789,宁波建工,三位一体,5.49,1
601882,海天精工,三位一体,21.91,1
601969,海南矿业,老鸭头,12.29,1
603032,德新科技,三位一体,18.47,1
603098,森特股份,老鸭头,15.1,1
603158,腾龙股份,三位一体,10.96,1
603162,海通发展,老鸭头,14.7,1
603209,兴通股份,老鸭头,16.23,1
603680,今创集团,三位一体,15.53,1
603823,百合花,三位一体,18.26,1
603915,国茂股份,三位一体,17.11,1
605077,华康股份,三位一体,16.37,1
605336,帅丰电器,三位一体,14.3,1
605368,蓝天燃气,老鸭头,8.5,1
