股票代码,股票名称,命中战法汇总,最新价,共振强度
002659,凯文教育,MACD抄底 + 三位一体,5.86,2
002331,皖通科技,MACD抄底 + 老鸭头,8.92,2
603787,新日股份,MACD抄底 + 三位一体,14.06,2
688365,光云科技,MACD抄底 + 三位一体,16.87,2
000026,飞亚达,三位一体,16.38,1
000030,富奥股份,老鸭头,5.74,1
000589,贵州轮胎,老鸭头,5.18,1
000593,德龙汇能,老鸭头,11.2,1
000678,襄阳轴承,老鸭头,15.03,1
000686,东北证券,老鸭头,9.32,1
000726,鲁  泰Ａ,老鸭头,7.12,1
000859,国风新材,老鸭头,10.12,1
000902,新洋丰,老鸭头,15.62,1
000919,金陵药业,三位一体,7.95,1
000928,中钢国际,老鸭头,6.61,1
000990,诚志股份,老鸭头,7.92,1
001299,美能能源,三位一体,14.71,1
001300,三柏硕,老鸭头,15.45,1
000155,川能动力,老鸭头,11.65,1
000421,南京公用,MACD抄底,6.91,1
000559,万向钱潮,三位一体,17.2,1
000582,北部湾港,老鸭头,9.38,1
002019,亿帆医药,MACD抄底,11.96,1
002014,永新股份,老鸭头,11.92,1
002009,天奇股份,三位一体,21.3,1
001979,招商蛇口,MACD抄底,8.64,1
002153,石基信息,MACD抄底,10.83,1
002170,芭田股份,老鸭头,12.18,1
002114,罗平锌电,老鸭头,8.42,1
002090,金智科技,老鸭头,11.8,1
002178,延华智能,MACD抄底,6.39,1
002197,ST证通,老鸭头,10.12,1
002271,东方雨虹,老鸭头,13.59,1
002255,海陆重工,老鸭头,12.62,1
002291,遥望科技,MACD抄底,6.39,1
002330,得利斯,老鸭头,5.02,1
002177,御银股份,三位一体,9.41,1
002094,青岛金王,三位一体,7.65,1
002454,松芝股份,老鸭头,8.71,1
002471,中超控股,三位一体,8.02,1
002483,润邦股份,老鸭头,7.14,1
002492,恒基达鑫,三位一体,8.74,1
002516,旷达科技,老鸭头,6.59,1
002520,日发精机,老鸭头,6.3,1
002533,金杯电工,老鸭头,12.48,1
002534,西子洁能,老鸭头,16.77,1
002540,亚太科技,老鸭头,7.08,1
002546,新联电子,老鸭头,6.99,1
002548,金新农,三位一体,6.08,1
002552,宝鼎科技,老鸭头,16.51,1
002585,双星新材,老鸭头,6.73,1
002600,领益智造,老鸭头,15.54,1
002387,维信诺,MACD抄底,8.62,1
002131,利欧股份,三位一体,5.64,1
002634,棒杰股份,三位一体,5.65,1
002643,万润股份,老鸭头,14.99,1
002651,利君股份,老鸭头,11.69,1
002681,奋达科技,MACD抄底,6.65,1
002712,思美传媒,MACD抄底,5.56,1
002729,好利科技,老鸭头,16.01,1
002735,王子新材,三位一体,18.03,1
002757,南兴股份,三位一体,19.47,1
002766,索菱股份,三位一体,6.05,1
002787,华源控股,老鸭头,12.45,1
002815,崇达技术,老鸭头,13.66,1
002860,星帅尔,MACD抄底,14.1,1
002871,伟隆股份,三位一体,18.0,1
002878,元隆雅图,MACD抄底,18.22,1
002884,凌霄泵业,老鸭头,17.69,1
002908,德生科技,三位一体,10.53,1
002932,明德生物,三位一体,19.18,1
002962,五方光电,MACD抄底,14.82,1
002969,嘉美包装,三位一体,12.66,1
003003,天元股份,老鸭头,13.22,1
003039,顺控发展,三位一体,15.93,1
600050,中国联通,MACD抄底,5.11,1
600057,厦门象屿,老鸭头,8.52,1
600058,五矿发展,三位一体,11.52,1
600125,铁龙物流,老鸭头,6.44,1
600135,乐凯胶片,三位一体,10.32,1
600198,大唐电信,三位一体,9.65,1
600237,铜峰电子,老鸭头,8.96,1
600241,时代万恒,MACD抄底,8.35,1
600257,大湖股份,三位一体,6.28,1
002612,朗姿股份,老鸭头,19.5,1
002451,摩恩电气,老鸭头,10.13,1
600319,亚星化学,老鸭头,9.28,1
600266,城建发展,三位一体,5.07,1
600359,新农开发,老鸭头,7.15,1
600388,龙净环保,老鸭头,16.31,1
600556,天下秀,三位一体,6.07,1
600595,中孚实业,老鸭头,7.85,1
600416,湘电股份,三位一体,15.78,1
600475,华光环能,老鸭头,18.17,1
600668,尖峰集团,MACD抄底,11.3,1
600710,苏美达,老鸭头,10.81,1
600714,金瑞矿业,老鸭头,12.26,1
600737,中粮糖业,老鸭头,17.21,1
600756,浪潮软件,MACD抄底,18.42,1
600773,西藏城投,老鸭头,12.39,1
600620,天宸股份,老鸭头,6.5,1
600638,新黄浦,三位一体,6.47,1
600908,无锡银行,MACD抄底,5.93,1
600969,郴电国际,三位一体,10.23,1
601068,中铝国际,老鸭头,5.29,1
601118,海南橡胶,老鸭头,5.85,1
601226,华电科工,老鸭头,7.84,1
601279,英利汽车,老鸭头,5.2,1
601360,三六零,MACD抄底,11.17,1
601369,陕鼓动力,老鸭头,10.01,1
601377,兴业证券,老鸭头,7.42,1
601577,长沙银行,老鸭头,9.7,1
601968,宝钢包装,老鸭头,5.34,1
601988,中国银行,MACD抄底,5.73,1
601999,出版传媒,MACD抄底,6.87,1
603001,奥康国际,MACD抄底,8.95,1
600825,新华传媒,MACD抄底,6.18,1
600861,北京人力,MACD抄底,18.34,1
603022,新通联,老鸭头,10.27,1
603002,宏昌电子,老鸭头,7.39,1
603058,永吉股份,老鸭头,9.37,1
603079,圣达生物,三位一体,17.72,1
603229,奥翔药业,三位一体,9.92,1
603278,大业股份,三位一体,17.04,1
603167,渤海轮渡,MACD抄底,9.43,1
603182,嘉华股份,老鸭头,15.82,1
603335,迪生力,MACD抄底,5.63,1
603378,亚士创能,MACD抄底,6.81,1
603408,建霖家居,老鸭头,13.54,1
603587,地素时尚,老鸭头,13.36,1
603668,天马科技,老鸭头,16.66,1
603681,永冠新材,老鸭头,18.98,1
603291,联合水务,MACD抄底,9.64,1
603331,百达精工,三位一体,14.25,1
603766,隆鑫通用,老鸭头,16.11,1
603738,泰晶科技,老鸭头,15.71,1
603885,吉祥航空,三位一体,14.88,1
603776,永安行,MACD抄底,17.88,1
603958,哈森股份,MACD抄底,13.3,1
603967,中创物流,三位一体,13.73,1
603997,继峰股份,老鸭头,13.9,1
603890,春秋电子,老鸭头,16.13,1
605500,森林包装,老鸭头,8.95,1
605555,德昌股份,老鸭头,18.3,1
688038,中科通达,三位一体,17.67,1
688009,中国通号,老鸭头,5.47,1
688101,三达膜,MACD抄底,16.44,1
688105,诺唯赞,MACD抄底,20.32,1
688509,正元地信,三位一体,5.49,1
688553,汇宇制药,MACD抄底,17.79,1
