股票代码,股票名称,命中战法汇总,最新价,共振强度
000803,山高环能,MACD抄底 + 三位一体,8.71,2
000755,山西高速,MACD抄底,5.12,1
000949,新乡化纤,三位一体,8.04,1
000973,佛塑科技,老鸭头,18.04,1
002169,智光电气,老鸭头,14.61,1
002324,普利特,三位一体,17.31,1
002331,皖通科技,三位一体,8.98,1
002366,融发核电,MACD抄底,7.36,1
002394,联发股份,三位一体,14.16,1
002465,海格通信,三位一体,16.8,1
002492,恒基达鑫,三位一体,8.16,1
002587,奥拓电子,MACD抄底,6.59,1
002600,领益智造,三位一体,14.64,1
002675,东诚药业,老鸭头,13.99,1
002879,长缆科技,三位一体,22.87,1
600051,宁波联合,MACD抄底,7.57,1
600189,泉阳泉,三位一体,8.05,1
600222,太龙药业,老鸭头,7.14,1
600241,时代万恒,老鸭头,9.77,1
600353,旭光电子,三位一体,16.56,1
600367,红星发展,MACD抄底,22.37,1
600586,金晶科技,三位一体,5.7,1
600879,航天电子,三位一体,25.53,1
601001,晋控煤业,老鸭头,16.91,1
601002,晋亿实业,三位一体,6.68,1
601789,宁波建工,老鸭头,5.7,1
603178,圣龙股份,三位一体,19.16,1
603278,大业股份,三位一体,12.65,1
603332,苏州龙杰,三位一体,14.52,1
603356,华菱精工,MACD抄底,17.32,1
603638,艾迪精密,三位一体,21.85,1
605007,五洲特纸,三位一体,15.52,1
