股票代码,股票名称,命中战法汇总,最新价,共振强度
000973,佛塑科技,MACD抄底 + 三位一体,14.58,2
603861,白云电器,MACD抄底 + 三位一体,15.2,2
000425,徐工机械,MACD抄底,8.78,1
000593,德龙汇能,三位一体,26.25,1
000567,海德股份,老鸭头,6.0,1
000987,越秀资本,MACD抄底,8.2,1
002208,合肥城建,老鸭头,17.66,1
002258,利尔化学,老鸭头,13.61,1
000626,远大控股,MACD抄底,6.3,1
002600,领益智造,老鸭头,15.93,1
002617,露笑科技,三位一体,9.7,1
002907,华森制药,老鸭头,13.24,1
002825,纳尔股份,MACD抄底,8.24,1
600331,宏达股份,MACD抄底,11.05,1
600576,祥源文旅,老鸭头,5.93,1
601898,中煤能源,MACD抄底,13.16,1
600288,大恒科技,三位一体,15.55,1
601919,中远海控,MACD抄底,13.83,1
603006,联明股份,老鸭头,13.95,1
603313,梦百合,三位一体,6.42,1
603227,雪峰科技,MACD抄底,7.08,1
603515,欧普照明,MACD抄底,17.4,1
603776,永安行,老鸭头,20.69,1
603815,交建股份,三位一体,6.42,1
605555,德昌股份,MACD抄底,12.65,1
