股票代码,股票名称,命中战法汇总,最新价,共振强度
000417,合百集团,三位一体,8.31,1
000559,万向钱潮,MACD抄底,13.58,1
000949,新乡化纤,三位一体,7.24,1
002009,天奇股份,MACD抄底,20.44,1
002169,智光电气,三位一体,15.79,1
002342,巨力索具,三位一体,9.98,1
002611,东方精工,老鸭头,17.81,1
002698,博实股份,MACD抄底,11.98,1
600379,宝光股份,三位一体,15.1,1
603006,联明股份,MACD抄底,14.29,1
603012,创力集团,MACD抄底,8.15,1
603327,福蓉科技,三位一体,11.5,1
603328,依顿电子,老鸭头,13.75,1
603500,祥和实业,老鸭头,11.78,1
603687,大胜达,老鸭头,17.95,1
603703,盛洋科技,MACD抄底,11.93,1
603886,元祖股份,老鸭头,12.32,1
603903,中持股份,三位一体,12.01,1
603985,恒润股份,老鸭头,23.48,1
605056,咸亨国际,MACD抄底,17.43,1
605069,正和生态,三位一体,14.74,1
605151,西上海,MACD抄底,21.36,1
605155,西大门,MACD抄底,13.62,1
605366,宏柏新材,三位一体,11.88,1
