股票代码,股票名称,命中战法汇总,最新价,共振强度
002044,美年健康,MACD抄底 + 三位一体,5.6,2
603339,四方科技,MACD抄底 + 三位一体,13.52,2
000026,飞亚达,MACD抄底,21.31,1
000633,合金投资,MACD抄底,5.17,1
000948,南天信息,MACD抄底,12.57,1
002020,京新药业,MACD抄底,12.06,1
002123,梦网科技,MACD抄底,7.75,1
002139,拓邦股份,MACD抄底,9.88,1
002202,金风科技,MACD抄底,22.49,1
002208,合肥城建,MACD抄底,18.77,1
000006,深振业Ａ,三位一体,8.21,1
002272,川润股份,老鸭头,21.2,1
002284,亚太股份,MACD抄底,10.54,1
002357,富临运业,MACD抄底,10.1,1
002301,齐心集团,老鸭头,7.69,1
002617,露笑科技,老鸭头,9.0,1
002734,利民股份,三位一体,18.1,1
002907,华森制药,三位一体,13.3,1
002527,新时达,三位一体,14.65,1
600151,航天机电,MACD抄底,12.51,1
600198,大唐电信,老鸭头,9.01,1
600212,绿能慧充,MACD抄底,5.76,1
600468,百利电气,MACD抄底,5.74,1
600736,苏州高新,老鸭头,7.51,1
600783,鲁信创投,三位一体,21.13,1
601233,桐昆股份,老鸭头,20.99,1
600106,重庆路桥,MACD抄底,5.14,1
601882,海天精工,老鸭头,21.2,1
603017,中衡设计,MACD抄底,10.87,1
603177,德创环保,MACD抄底,10.88,1
603070,万控智造,老鸭头,16.34,1
603208,江山欧派,MACD抄底,11.1,1
603313,梦百合,三位一体,5.56,1
603321,梅轮电梯,MACD抄底,6.16,1
603505,金石资源,老鸭头,19.37,1
603697,有友食品,老鸭头,10.78,1
603730,岱美股份,老鸭头,13.01,1
603878,武进不锈,MACD抄底,6.07,1
603958,哈森股份,MACD抄底,20.42,1
603960,克来机电,MACD抄底,21.5,1
603997,继峰股份,老鸭头,13.62,1
605167,利柏特,MACD抄底,14.22,1
605189,富春染织,MACD抄底,13.45,1
