股票代码,股票名称,命中战法汇总,最新价,共振强度
600667,太极实业,MACD抄底 + 三位一体,10.19,2
000006,深振业Ａ,MACD抄底,8.85,1
000061,农 产 品,MACD抄底,7.3,1
000582,北部湾港,老鸭头,10.71,1
000821,京山轻机,MACD抄底,11.44,1
001300,三柏硕,MACD抄底,16.78,1
002096,易普力,MACD抄底,11.85,1
002188,中天服务,MACD抄底,6.61,1
002198,嘉应制药,老鸭头,7.71,1
002208,合肥城建,MACD抄底,12.54,1
002277,友阿股份,MACD抄底,5.66,1
002423,中粮资本,MACD抄底,10.41,1
002520,日发精机,MACD抄底,5.52,1
002521,齐峰新材,三位一体,9.04,1
002565,顺灏股份,三位一体,17.3,1
002582,好想你,三位一体,12.55,1
002585,双星新材,MACD抄底,6.94,1
000007,全新好,老鸭头,13.36,1
002658,雪迪龙,MACD抄底,8.51,1
002769,普路通,MACD抄底,10.56,1
002871,伟隆股份,三位一体,18.02,1
002782,可立克,MACD抄底,22.49,1
002910,庄园牧场,MACD抄底,10.61,1
002999,天禾股份,MACD抄底,6.9,1
600126,杭钢股份,三位一体,9.49,1
002887,绿茵生态,老鸭头,11.38,1
600172,黄河旋风,三位一体,8.78,1
600469,风神股份,三位一体,7.25,1
600546,山煤国际,MACD抄底,11.85,1
600576,祥源文旅,MACD抄底,5.86,1
600703,三安光电,MACD抄底,12.22,1
600706,曲江文旅,MACD抄底,9.45,1
600719,大连热电,老鸭头,6.75,1
600855,航天长峰,三位一体,19.23,1
600879,航天电子,三位一体,22.51,1
600966,博汇纸业,MACD抄底,6.42,1
600969,郴电国际,MACD抄底,10.19,1
601611,中国核建,MACD抄底,14.17,1
601789,宁波建工,老鸭头,5.68,1
601919,中远海控,老鸭头,15.15,1
603032,德新科技,三位一体,19.86,1
603158,腾龙股份,三位一体,13.46,1
603269,海鸥股份,三位一体,16.01,1
603679,华体科技,MACD抄底,13.85,1
603879,永悦科技,MACD抄底,5.4,1
603890,春秋电子,三位一体,17.01,1
605033,美邦股份,老鸭头,22.88,1
605167,利柏特,三位一体,19.64,1
605368,蓝天燃气,MACD抄底,8.29,1
605377,华旺科技,老鸭头,9.63,1
