股票代码,股票名称,命中战法汇总,最新价,共振强度
603599,广信股份,MACD抄底 + 三位一体,15.17,2
000546,金圆股份,三位一体,7.16,1
000030,富奥股份,老鸭头,5.12,1
000600,建投能源,老鸭头,9.21,1
000953,河化股份,MACD抄底,6.74,1
000993,闽东电力,MACD抄底,12.6,1
002350,北京科锐,老鸭头,13.85,1
002406,远东传动,三位一体,8.43,1
002556,辉隆股份,三位一体,6.72,1
002579,中京电子,老鸭头,12.69,1
000582,北部湾港,老鸭头,10.88,1
002611,东方精工,老鸭头,17.53,1
002678,珠江钢琴,老鸭头,5.79,1
002858,力盛体育,老鸭头,15.53,1
002799,环球印务,三位一体,8.39,1
002999,天禾股份,三位一体,7.66,1
600007,中国国贸,老鸭头,21.53,1
600135,乐凯胶片,老鸭头,10.43,1
002972,科安达,老鸭头,12.97,1
600268,国电南自,老鸭头,15.02,1
600288,大恒科技,老鸭头,14.8,1
600338,西藏珠峰,三位一体,22.57,1
600379,宝光股份,三位一体,12.9,1
600428,中远海特,老鸭头,9.0,1
600429,三元股份,三位一体,6.01,1
600499,科达制造,三位一体,19.81,1
600236,桂冠电力,老鸭头,9.75,1
601187,厦门银行,老鸭头,7.74,1
601218,吉鑫科技,MACD抄底,6.31,1
601598,中国外运,老鸭头,6.06,1
601398,工商银行,老鸭头,7.58,1
601898,中煤能源,老鸭头,17.37,1
603006,联明股份,三位一体,13.64,1
603158,腾龙股份,三位一体,13.78,1
601636,旗滨集团,三位一体,6.42,1
603218,日月股份,老鸭头,14.45,1
603327,福蓉科技,老鸭头,10.05,1
603680,今创集团,三位一体,14.03,1
603808,歌力思,老鸭头,10.47,1
603819,神力股份,三位一体,15.31,1
603967,中创物流,三位一体,14.73,1
605299,舒华体育,三位一体,20.93,1
605500,森林包装,老鸭头,8.98,1
