date,code,name,price
2026-01-08,600058,五矿发展,11.52
2026-01-08,002284,亚太股份,16.06
2026-01-08,688707,振华新材,15.15
2026-01-08,688223,晶科能源,6.02
2026-01-08,601965,中国汽研,17.81
2026-01-08,002286,保龄宝,9.87
2026-01-08,000783,长江证券,8.85
2026-01-08,002601,龙佰集团,20.91
2026-01-08,601615,明阳智能,16.2
2026-01-08,600707,彩虹股份,7.05
2026-01-08,002029,七 匹 狼,11.77
2026-01-08,002413,雷科防务,15.19
2026-01-08,600611,大众交通,6.07
2026-01-08,600589,大位科技,7.98
2026-01-08,002328,新朋股份,7.01
2026-01-08,688560,明冠新材,15.94
2026-01-08,601777,千里科技,11.41
2026-01-08,600273,嘉化能源,9.59
2026-01-08,002232,启明信息,20.28
2026-01-08,002942,新农股份,21.16
2026-01-08,600906,财达证券,7.12
2026-01-08,600650,锦江在线,16.59
2026-01-08,002160,常铝股份,5.79
2026-01-08,600722,金牛化工,6.49
2026-01-08,002667,威领股份,14.02
2026-01-08,601886,江河集团,8.97
2026-01-08,603115,海星股份,20.76
2026-01-08,002182,宝武镁业,16.95
2026-01-08,002774,快意电梯,11.23
2026-01-08,600409,三友化工,6.55
2026-01-08,688556,高测股份,12.74
2026-01-08,002766,索菱股份,7.33
2026-01-08,000695,滨海能源,14.16
2026-01-08,002795,永和智控,6.85
2026-01-08,605228,神通科技,16.67
2026-01-08,603399,永杉锂业,11.38
2026-01-08,002009,天奇股份,21.3
2026-01-08,600446,金证股份,17.02
2026-01-08,002986,宇新股份,11.54
2026-01-08,600739,辽宁成大,12.27
2026-01-08,600095,湘财股份,11.91
2026-01-08,002373,千方科技,12.88
2026-01-08,000686,东北证券,9.98
2026-01-08,002225,濮耐股份,6.1
2026-01-08,603617,君禾股份,8.18
2026-01-08,603012,创力集团,6.63
2026-01-08,600955,维远股份,17.93
2026-01-08,600909,华安证券,7.6
2026-01-08,600620,天宸股份,7.16
2026-01-08,600846,同济科技,14.32
2026-01-08,600596,新安股份,12.34
2026-01-08,603101,汇嘉时代,10.28
2026-01-08,600618,氯碱化工,13.18
2026-01-08,688575,亚辉龙,15.53
2026-01-08,603023,威帝股份,5.63
2026-01-08,002355,兴民智通,6.7
2026-01-08,600983,惠而浦,10.75
