date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-05-22,600416,12.98,12.28%,11.36%,2.93,线缘,湘电股份
2026-05-22,000695,16.12,12.73%,10.34%,2.55,线上,滨海能源
2026-05-22,000856,10.75,13.88%,8.67%,2.26,线缘,冀东装备
2026-05-22,600635,5.64,9.94%,3.3%,1.86,线缘,大众公用
2026-05-22,002669,14.69,10.29%,8.64%,1.76,线上,康达新材
2026-05-22,605018,14.06,13.94%,7.1%,1.73,线上,长华集团
2026-05-22,002011,12.91,12.46%,6.79%,1.73,线上,盾安环境
2026-05-22,000159,7.09,14.72%,7.5%,1.72,线上,国际实业
2026-05-22,601636,6.76,14.77%,4.25%,1.5,线上,旗滨集团
2026-05-22,002973,13.87,12.95%,6.59%,1.38,线上,侨银股份
2026-05-22,002056,20.37,11.19%,3.9%,1.36,线缘,横店东磁
2026-05-22,603012,9.74,13.65%,6.46%,1.3,线上,创力集团
2026-05-22,603960,23.67,10.97%,10.87%,1.22,线上,克来机电
2026-05-22,603819,14.7,8.01%,9.32%,1.13,线上,神力股份
