date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-01-14,600998,5.38,6.75%,3.78%,2.54,线上,九州通
2026-01-14,000586,13.93,9.69%,7.07%,2.54,线上,汇源通信
2026-01-14,688758,19.03,8.74%,5.33%,2.53,线缘,赛分科技
2026-01-14,600749,17.77,7.83%,3.34%,2.51,线上,西藏旅游
2026-01-14,600452,10.62,14.44%,4.61%,2.48,线上,涪陵电力
2026-01-14,000610,13.11,7.37%,5.63%,2.45,线上,西安旅游
2026-01-14,000650,6.32,12.06%,4.73%,2.44,线上,仁和药业
2026-01-14,002797,7.16,5.76%,3.36%,2.43,线上,第一创业
2026-01-14,002345,13.36,11.15%,5.86%,2.41,线上,潮宏基
2026-01-14,002423,12.2,8.93%,3.87%,2.4,线上,中粮资本
2026-01-14,603856,13.35,11.81%,5.48%,2.37,线上,东宏股份
2026-01-14,600373,10.22,11.21%,5.47%,2.37,线缘,中文传媒
2026-01-14,002534,17.6,9.93%,8.75%,2.36,线上,西子洁能
2026-01-14,600539,10.86,12.89%,5.64%,2.36,线上,狮头股份
2026-01-14,002178,6.99,13.66%,3.34%,2.35,线上,延华智能
2026-01-14,603161,14.13,11.61%,4.15%,2.31,线上,科华控股
2026-01-14,000338,19.39,14.06%,4.68%,2.29,线上,潍柴动力
2026-01-14,600661,11.13,11.3%,3.35%,2.29,线上,昂立教育
2026-01-14,002673,8.13,4.5%,3.08%,2.28,线缘,西部证券
2026-01-14,002322,13.01,14.63%,3.35%,2.28,线上,理工能科
2026-01-14,002227,12.81,9.67%,3.29%,2.27,线缘,奥 特 迅
2026-01-14,002877,9.91,9.75%,4.64%,2.26,线上,智能自控
2026-01-14,002376,7.9,10.96%,3.2%,2.25,线上,新北洋
2026-01-14,603456,19.61,12.06%,4.53%,2.25,线上,九洲药业
2026-01-14,688505,8.9,10.01%,3.71%,2.23,线上,复旦张江
2026-01-14,601789,5.31,10.4%,3.42%,2.2,线上,宁波建工
2026-01-14,603949,19.95,13.93%,5.67%,2.19,线上,雪龙集团
2026-01-14,002229,17.08,11.93%,3.86%,2.18,线上,鸿博股份
2026-01-14,002015,10.87,11.26%,4.39%,2.17,线上,协鑫能科
2026-01-14,000968,7.09,10.26%,3.39%,2.15,线上,蓝焰控股
2026-01-14,601098,11.67,6.87%,3.55%,2.15,线上,中南传媒
2026-01-14,600382,7.92,14.45%,3.51%,2.14,线上,广东明珠
2026-01-14,600037,8.12,14.04%,3.82%,2.14,线上,歌华有线
2026-01-14,603759,11.14,12.87%,3.13%,2.13,线上,海天股份
2026-01-14,002059,5.65,7.21%,4.78%,2.12,线上,云南旅游
2026-01-14,600583,6.06,14.77%,3.69%,2.11,线上,海油工程
2026-01-14,600510,8.78,7.07%,8.6%,2.11,线缘,黑牡丹
2026-01-14,000617,10.02,14.12%,9.15%,2.1,线上,中油资本
2026-01-14,603727,15.26,13.88%,3.4%,2.08,线上,博迈科
2026-01-14,600713,5.64,10.81%,5.96%,2.06,线上,南京医药
2026-01-14,601108,9.02,7.51%,4.9%,2.06,线上,财通证券
2026-01-14,000558,5.36,5.93%,4.44%,2.06,线缘,天府文旅
2026-01-14,603166,16.2,13.21%,3.73%,2.06,线上,福达股份
2026-01-14,002150,21.41,14.13%,9.82%,2.03,线上,通润装备
2026-01-14,688468,8.12,13.09%,3.21%,2.03,线上,科美诊断
2026-01-14,000948,19.01,14.73%,4.52%,2.02,线上,南天信息
2026-01-14,002745,9.6,9.09%,6.68%,1.96,线上,木林森
2026-01-14,600927,16.43,12.69%,5.46%,1.96,线上,永安期货
2026-01-14,002973,14.31,10.93%,4.96%,1.95,线缘,侨银股份
2026-01-14,600851,7.43,13.44%,5.01%,1.93,线上,海欣股份
2026-01-14,688469,6.85,8.21%,5.67%,1.93,线上,芯联集成
2026-01-14,603912,8.88,12.41%,4.48%,1.91,线上,佳力图
2026-01-14,000721,9.68,9.38%,10.3%,1.9,线上,西安饮食
2026-01-14,002570,6.31,3.95%,3.41%,1.89,线上,贝因美
2026-01-14,000953,7.62,7.02%,8.38%,1.89,线上,河化股份
2026-01-14,002953,12.11,9.59%,3.08%,1.88,线缘,日丰股份
2026-01-14,600428,7.41,5.56%,5.01%,1.83,线上,中远海特
2026-01-14,688619,14.67,11.47%,4.05%,1.82,线缘,罗普特
2026-01-14,600757,9.29,7.15%,3.47%,1.82,线上,长江传媒
2026-01-14,603836,14.27,7.37%,4.04%,1.82,线缘,海程邦达
2026-01-14,002483,7.19,5.12%,3.64%,1.81,线上,润邦股份
2026-01-14,603823,16.95,13.0%,7.23%,1.79,线上,百合花
2026-01-06,600741,20.75,6.79%,3.32%,1.79,线上,华域汽车
2026-01-14,603730,8.74,12.77%,7.0%,1.79,线上,岱美股份
2026-01-14,002826,18.77,7.75%,4.11%,1.78,线缘,易明医药
2026-01-14,688189,9.0,14.65%,4.92%,1.77,线上,南新制药
2026-01-14,002369,9.12,8.31%,3.69%,1.76,线缘,卓翼科技
2026-01-14,002334,9.26,12.52%,3.5%,1.76,线上,英威腾
2026-01-14,603201,17.22,7.89%,5.69%,1.75,线缘,XD常润股
2026-01-14,601019,9.21,10.04%,4.17%,1.74,线上,山东出版
2026-01-14,603980,5.27,7.99%,3.44%,1.73,线缘,吉华集团
2026-01-12,603681,20.03,12.21%,7.5%,1.64,线上,永冠新材
2026-01-14,688098,9.8,13.29%,4.4%,1.64,线上,申联生物
2026-01-12,002066,20.79,12.93%,12.2%,1.64,线上,瑞泰科技
2026-01-14,002515,6.37,6.7%,3.62%,1.58,线缘,金字火腿
2026-01-14,603181,15.58,12.57%,3.28%,1.57,线上,皇马科技
2026-01-14,605577,14.22,14.96%,3.07%,1.57,线上,龙版传媒
2026-01-14,002258,14.34,13.09%,3.62%,1.55,线上,利尔化学
2026-01-14,603898,14.34,13.0%,6.4%,1.55,线上,好莱客
2026-01-14,600611,6.02,11.28%,3.51%,1.55,线上,大众交通
2026-01-14,002331,9.5,14.46%,3.71%,1.55,线上,皖通科技
2026-01-14,603511,16.86,11.8%,3.2%,1.53,线上,爱慕股份
2026-01-14,600237,10.06,14.71%,9.03%,1.53,线上,铜峰电子
2026-01-14,000862,6.09,7.03%,3.32%,1.52,线上,银星能源
2026-01-14,603233,18.74,8.89%,3.18%,1.52,线上,大参林
2026-01-14,603886,14.35,9.46%,7.59%,1.5,线上,元祖股份
2026-01-14,002478,8.92,13.34%,9.99%,1.45,线上,常宝股份
2026-01-14,600830,9.82,9.11%,3.56%,1.43,线上,香溢融通
2026-01-14,001236,10.83,7.65%,3.7%,1.41,线上,弘业期货
2026-01-14,002734,16.76,9.47%,3.48%,1.4,线缘,利民股份
2026-01-14,000635,9.87,12.93%,3.09%,1.38,线上,英 力 特
2026-01-14,603527,11.34,9.46%,3.73%,1.36,线上,众源新材
2026-01-06,600184,20.44,14.13%,10.8%,1.35,线上,光电股份
2026-01-14,600977,16.63,10.87%,3.71%,1.31,线上,中国电影
2026-01-14,603276,17.34,7.97%,3.01%,1.26,线上,恒兴新材
2026-01-14,603042,18.29,9.52%,4.67%,1.25,线上,华脉科技
2026-01-14,600203,13.55,5.78%,3.3%,1.23,线缘,福日电子
2026-01-14,603162,12.61,10.42%,6.3%,1.22,线上,海通发展
2026-01-14,000993,12.76,9.06%,3.08%,1.21,线上,闽东电力
2026-01-14,002575,6.66,9.72%,3.52%,1.21,线上,群兴玩具
2026-01-14,605299,12.27,9.36%,3.01%,1.21,线上,舒华体育
2026-01-14,600191,12.66,11.25%,5.72%,1.19,线上,华资实业
2026-01-14,000782,5.21,6.98%,3.11%,1.18,线缘,恒申新材
2026-01-14,600419,10.05,5.57%,3.4%,1.18,线上,天润乳业
2026-01-14,002108,5.11,10.37%,3.16%,1.17,线上,沧州明珠
2026-01-14,000950,6.53,12.39%,6.96%,1.17,线上,重药控股
2026-01-14,603709,17.88,12.45%,3.53%,1.15,线上,中源家居
