date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-01-14,000027,7.05,9.13%,7.72%,4.23,线上,深圳能源
2026-01-14,000958,7.04,10.52%,9.49%,4.21,线上,电投产融
2026-01-06,603888,20.64,10.97%,5.32%,4.11,线上,新华网
2026-01-14,605169,14.12,9.88%,7.37%,3.53,线缘,洪通燃气
2026-01-14,600861,19.47,10.5%,8.14%,3.51,线上,北京人力
2026-01-14,002637,10.84,8.62%,7.55%,3.48,线上,赞宇科技
2026-01-14,600415,17.98,13.94%,7.7%,3.45,线上,小商品城
2026-01-14,603309,14.55,13.94%,10.19%,3.43,线上,维力医疗
2026-01-14,600101,10.08,12.25%,4.45%,3.42,线上,明星电力
2026-01-06,002942,21.16,11.25%,10.38%,3.35,线上,新农股份
2026-01-14,002833,17.2,12.34%,4.3%,3.33,线上,弘亚数控
2026-01-14,600278,8.38,13.7%,7.86%,3.28,线上,东方创业
2026-01-14,600422,12.98,6.05%,4.51%,3.22,线缘,昆药集团
2026-01-12,603258,20.07,13.52%,3.26%,3.19,线上,电魂网络
2026-01-14,688247,10.73,12.0%,3.65%,3.16,线上,宣泰医药
2026-01-14,603070,13.88,13.31%,5.48%,3.14,线上,万控智造
2026-01-12,688479,20.13,13.28%,3.84%,3.07,线上,友车科技
2026-01-12,002236,20.61,13.87%,4.07%,3.05,线上,大华股份
2026-01-14,600560,17.35,14.75%,5.97%,3.01,线上,金自天正
2026-01-06,603000,19.9,8.62%,3.74%,2.8,线上,人民网
2026-01-14,600390,6.07,14.31%,4.92%,2.79,线上,五矿资本
2026-01-14,600095,11.82,7.85%,7.17%,2.77,线上,湘财股份
2026-01-14,002681,7.09,11.13%,3.36%,2.76,线上,奋达科技
2026-01-14,603900,9.36,11.16%,10.02%,2.72,线上,莱绅通灵
2026-01-14,603883,16.03,8.97%,3.78%,2.72,线缘,老百姓
2026-01-14,002771,16.41,14.76%,3.49%,2.72,线上,真视通
2026-01-14,600505,14.27,13.34%,3.97%,2.71,线上,西昌电力
2026-01-14,688517,17.28,14.36%,4.47%,2.71,线上,金冠电气
2026-01-14,603223,9.98,9.91%,6.19%,2.7,线缘,恒通股份
2026-01-14,603112,19.4,13.98%,7.45%,2.69,线上,华翔股份
2026-01-14,002121,8.52,14.52%,4.17%,2.69,线上,科陆电子
2026-01-14,600131,17.79,12.74%,4.92%,2.69,线上,国网信通
2026-01-14,600229,7.01,12.16%,3.48%,2.67,线上,城市传媒
2026-01-14,002045,15.53,14.36%,6.09%,2.64,线上,国光电器
2026-01-14,000554,7.01,13.25%,4.95%,2.62,线上,泰山石油
2026-01-14,600551,8.79,9.33%,4.05%,2.61,线上,时代出版
2026-01-14,605218,19.84,13.37%,5.02%,2.6,线上,伟时电子
2026-01-14,601921,8.36,9.0%,3.26%,2.6,线上,浙版传媒
2026-01-14,002372,10.95,6.73%,5.73%,2.57,线上,伟星新材
2026-01-14,688389,14.11,8.87%,3.11%,2.56,线上,普门科技
2026-01-14,000524,12.97,9.45%,5.88%,2.55,线上,岭南控股
2026-01-14,601801,7.11,10.4%,4.73%,2.55,线上,皖新传媒
