date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-03-09,000626,7.77,8.37%,11.72%,3.76,线缘,远大控股
2026-03-09,603856,14.84,13.46%,9.49%,2.99,线上,东宏股份
2026-03-09,600127,7.4,12.12%,7.74%,2.77,线上,金健米业
2026-03-09,605377,9.56,10.65%,6.27%,2.68,线上,华旺科技
2026-03-09,600676,8.32,11.23%,3.55%,2.54,线上,交运股份
2026-03-09,002366,8.36,13.28%,5.69%,2.41,线上,融发核电
2026-03-09,002068,9.52,13.6%,9.02%,2.18,线上,黑猫股份
2026-03-09,002849,19.31,11.17%,8.17%,2.11,线上,威星智能
2026-03-09,603165,14.95,15.0%,11.33%,2.03,线上,荣晟环保
2026-03-09,600379,13.97,12.21%,4.14%,1.97,线上,宝光股份
2026-03-09,600888,9.36,11.96%,5.3%,1.94,线上,新疆众和
2026-03-09,601611,17.23,14.49%,7.19%,1.84,线上,中国核建
2026-03-09,603105,10.68,8.98%,4.64%,1.82,线上,芯能科技
2026-03-09,600192,10.13,10.11%,3.8%,1.78,线上,长城电工
2026-03-09,605066,9.14,12.7%,4.11%,1.75,线上,天正电气
2026-03-09,600703,16.38,13.91%,4.95%,1.73,线上,三安光电
2026-03-09,000913,15.83,7.18%,5.36%,1.73,线上,钱江摩托
2026-03-09,000695,13.52,12.48%,4.21%,1.67,线上,滨海能源
2026-03-09,603458,11.07,11.26%,5.9%,1.65,线上,勘设股份
2026-03-09,600973,7.72,14.03%,4.1%,1.51,线上,宝胜股份
2026-03-09,601339,7.31,10.42%,8.12%,1.48,线上,百隆东方
2026-03-09,603098,15.63,6.69%,6.69%,1.48,线上,森特股份
2026-03-09,600158,10.68,13.74%,6.24%,1.39,线上,中体产业
2026-03-09,002056,21.98,14.36%,7.79%,1.36,线上,横店东磁
2026-03-09,605077,16.35,7.92%,3.36%,1.35,线上,华康股份
2026-03-09,002346,21.35,8.71%,5.11%,1.25,线上,柘中股份
2026-03-09,600846,13.67,10.96%,4.04%,1.24,线缘,同济科技
2026-03-09,000048,18.7,8.91%,6.05%,1.23,线上,京基智农
2026-03-09,003036,18.14,14.3%,4.99%,1.22,线上,泰坦股份
2026-03-09,600475,21.83,9.97%,7.15%,1.22,线上,华光环能
2026-03-09,603300,7.35,5.76%,4.67%,1.19,线缘,海南华铁
2026-03-09,002571,13.02,9.41%,4.64%,1.18,线上,德力股份
2026-03-09,002125,14.89,13.15%,4.65%,1.16,线上,湘潭电化
2026-03-09,000922,15.62,13.85%,5.1%,1.1,线上,佳电股份
