date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-05-20,002909,6.86,9.76%,12.6%,3.8,线上,集泰股份
2026-05-20,603677,16.92,10.81%,7.34%,3.23,线上,奇精机械
2026-05-20,600888,9.23,13.95%,3.81%,1.94,线上,新疆众和
2026-05-20,600199,8.14,4.09%,4.14%,1.89,线缘,金种子酒
2026-05-20,002849,18.58,10.73%,7.41%,1.58,线上,威星智能
2026-05-20,002056,20.02,9.28%,5.11%,1.57,线缘,横店东磁
2026-05-20,002177,8.17,13.31%,4.02%,1.52,线上,御银股份
2026-05-20,002534,18.72,10.9%,5.21%,1.48,线上,西子洁能
2026-05-20,000712,10.98,10.8%,4.24%,1.35,线缘,锦龙股份
2026-05-20,603012,9.5,10.85%,7.43%,1.33,线上,创力集团
2026-05-20,000810,12.84,6.56%,3.82%,1.24,线上,创维数字
2026-05-20,600651,7.25,12.58%,3.63%,1.16,线上,飞乐音响
2026-05-20,002012,7.36,10.84%,4.1%,1.1,线上,凯恩股份
