date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-03-17,600643,5.12,13.78%,10.32%,5.28,线上,爱建集团
2026-03-17,603105,11.14,12.64%,10.33%,4.12,线上,芯能科技
2026-03-17,000617,9.89,13.29%,7.78%,3.76,线上,中油资本
2026-03-17,603977,16.2,14.73%,5.58%,3.32,线上,国泰集团
2026-03-17,603366,10.04,10.94%,6.45%,2.71,线上,日出东方
2026-03-17,603110,17.66,8.14%,8.06%,2.25,线上,东方材料
2026-03-17,000957,11.57,7.53%,4.79%,2.14,线上,中通客车
2026-03-17,605167,18.57,13.37%,9.89%,2.07,线上,利柏特
2026-03-17,600302,11.53,13.6%,4.87%,1.89,线缘,标准股份
2026-03-17,000995,16.56,12.65%,7.71%,1.88,线上,皇台酒业
2026-03-17,600429,5.58,9.63%,5.08%,1.63,线上,三元股份
2026-03-17,600258,17.4,10.13%,6.59%,1.59,线上,首旅酒店
2026-03-17,601133,16.63,10.72%,8.24%,1.58,线缘,柏诚股份
2026-03-17,000856,11.31,9.59%,4.44%,1.57,线上,冀东装备
2026-03-17,002016,6.02,3.44%,3.69%,1.56,线缘,世荣兆业
2026-03-17,600054,13.8,12.65%,3.26%,1.25,线上,黄山旅游
2026-03-17,002629,6.97,14.26%,11.67%,1.22,线上,仁智股份
