date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-07-15,000860,10.89,14.75%,8.99%,2.25,线缘,顺鑫农业
2026-07-15,002332,8.71,9.97%,3.55%,1.99,线上,仙琚制药
2026-07-15,601059,17.23,12.91%,4.6%,1.71,线上,信达证券
2026-07-15,000507,5.02,9.61%,4.75%,1.58,线缘,珠海港
2026-07-15,603309,12.36,14.98%,4.12%,1.48,线缘,维力医疗
2026-07-31,600834,7.28,10.47%,3.75%,1.39,线缘,申通地铁
2026-07-15,601319,7.41,13.82%,4.61%,1.36,线上,中国人保
2026-07-15,601236,7.12,7.23%,3.77%,1.27,线上,红塔证券
2026-07-15,003000,10.64,12.59%,3.54%,1.24,线缘,劲仔食品
2026-08-04,600846,12.14,14.96%,8.42%,1.17,线上,同济科技
2026-07-15,002003,9.12,13.43%,4.3%,1.13,线缘,伟星股份
