date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-04-24,600783,22.64,14.52%,9.96%,3.97,线上,鲁信创投
2026-04-24,603221,11.98,10.01%,8.15%,3.88,线缘,爱丽家居
2026-04-24,600379,12.9,14.97%,11.7%,3.28,线上,宝光股份
2026-04-24,605122,13.91,14.77%,4.34%,3.08,线上,四方新材
2026-04-24,603680,14.03,13.6%,10.98%,2.75,线缘,今创集团
2026-04-24,603599,15.17,13.97%,10.73%,2.6,线上,广信股份
2026-04-24,600333,5.56,11.2%,3.93%,2.23,线缘,长春燃气
2026-04-24,002164,13.15,12.2%,5.87%,1.92,线上,宁波东力
2026-04-24,600429,6.01,10.07%,11.5%,1.85,线上,三元股份
2026-04-24,600846,12.62,8.42%,3.71%,1.65,线缘,同济科技
2026-04-24,002250,16.81,11.32%,6.68%,1.57,线上,联化科技
2026-04-24,600470,7.07,11.16%,7.02%,1.56,线缘,六国化工
2026-04-24,600203,12.02,13.93%,3.9%,1.55,线上,福日电子
2026-04-24,600722,13.99,7.62%,7.66%,1.5,线上,金牛化工
2026-04-24,000159,6.69,9.14%,3.88%,1.33,线缘,国际实业
2026-04-24,600768,17.17,7.99%,4.16%,1.11,线缘,宁波富邦
