date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2025-12-25,600793,23.41,14.87%,10.24%,4.0,线上,宜宾纸业
2025-12-25,603733,24.32,9.55%,6.14%,3.44,线上,仙鹤股份
2026-01-12,688479,20.13,13.28%,3.84%,3.07,线上,友车科技
2025-12-25,002987,20.29,10.45%,4.59%,2.8,线上,京北方
2025-12-25,000738,21.23,14.69%,6.31%,2.54,线上,航发控制
2025-12-25,603656,22.7,6.57%,7.29%,2.2,线缘,泰禾智能
2025-12-25,603919,20.43,5.15%,4.94%,2.1,线上,金徽酒
2025-12-25,001382,20.89,5.29%,6.65%,2.09,线缘,新亚电缆
2025-12-25,603004,23.79,7.26%,6.91%,2.07,线上,鼎龙科技
2025-12-25,600053,20.7,14.81%,7.37%,1.93,线上,九鼎投资
2025-12-25,002389,24.0,10.7%,6.06%,1.64,线上,航天彩虹
2025-12-25,603036,20.9,9.31%,9.53%,1.62,线缘,如通股份
2025-12-25,605005,20.55,11.56%,7.38%,1.57,线上,合兴股份
2026-01-23,688609,10.16,6.39%,5.94%,1.54,线上,九联科技
2025-12-25,002173,22.06,12.26%,3.86%,1.42,线缘,创新医疗
2025-12-25,600346,20.74,13.96%,3.54%,1.4,线上,恒力石化
2025-12-25,605016,21.81,10.6%,3.93%,1.34,线上,百龙创园
2025-12-25,002967,22.13,9.55%,4.83%,1.16,线上,广电计量
