date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-04-30,002403,11.04,12.42%,7.05%,2.47,线缘,爱仕达
2026-04-30,601777,11.23,13.66%,4.44%,2.36,线上,千里科技
2026-04-30,605377,9.83,8.38%,7.4%,2.04,线上,华旺科技
2026-04-30,603990,15.82,10.01%,5.97%,2.03,线上,麦迪科技
2026-04-30,002254,11.34,13.74%,5.84%,1.95,线缘,泰和新材
2026-04-30,603823,16.7,13.61%,4.43%,1.91,线上,百合花
2026-04-30,603903,12.24,11.27%,6.43%,1.87,线上,中持股份
2026-04-30,600783,21.73,9.75%,7.28%,1.79,线缘,鲁信创投
2026-04-30,600359,7.62,13.9%,5.77%,1.78,线上,新农开发
2026-04-30,000922,14.78,14.13%,3.2%,1.75,线上,佳电股份
2026-04-30,001338,13.27,11.51%,7.7%,1.71,线上,永顺泰
2026-04-30,000582,11.56,14.34%,3.45%,1.63,线上,北部湾港
2026-04-30,603536,10.53,11.31%,3.35%,1.62,线上,惠发食品
2026-04-30,601882,20.08,11.12%,3.3%,1.55,线上,海天精工
2026-04-30,002248,13.06,13.57%,3.48%,1.45,线上,华东数控
2026-04-30,601108,8.27,7.82%,3.53%,1.39,线缘,财通证券
2026-04-30,002702,6.01,14.48%,3.03%,1.37,线缘,海欣食品
2026-04-30,600336,7.55,11.03%,3.89%,1.36,线上,澳柯玛
2026-04-30,002587,7.0,14.38%,3.96%,1.28,线上,奥拓电子
2026-04-30,603073,21.0,14.13%,3.68%,1.27,线上,彩蝶实业
2026-04-30,002488,12.45,14.01%,5.83%,1.26,线上,金固股份
2026-04-30,600236,10.09,8.96%,3.8%,1.18,线上,桂冠电力
2026-04-30,603385,6.76,9.39%,3.27%,1.12,线缘,惠达卫浴
