date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-03-11,000837,12.57,11.04%,6.29%,4.3,线上,秦川机床
2026-03-11,600376,5.59,14.08%,7.05%,2.66,线缘,首开股份
2026-03-11,002418,5.13,13.5%,3.37%,2.39,线上,康盛股份
2026-03-11,000913,16.14,9.28%,3.57%,2.36,线上,钱江摩托
2026-03-11,600241,9.28,13.03%,3.37%,2.27,线上,时代万恒
2026-03-11,603817,7.61,11.91%,3.09%,2.21,线上,海峡环保
2026-03-11,002245,18.38,14.02%,5.33%,2.18,线上,蔚蓝锂芯
2026-03-11,002559,10.65,12.34%,5.51%,2.17,线上,亚威股份
2026-03-11,002675,13.34,9.52%,4.27%,2.15,线缘,东诚药业
2026-03-11,600783,23.35,9.62%,6.65%,2.14,线上,鲁信创投
2026-03-11,601218,6.03,14.42%,3.9%,2.02,线上,吉鑫科技
2026-03-11,603105,10.95,10.72%,4.41%,1.68,线上,芯能科技
2026-03-11,603032,18.72,8.71%,3.35%,1.68,线缘,德新科技
2026-03-11,002053,12.7,14.72%,3.42%,1.67,线上,云南能投
2026-03-11,600886,14.65,14.72%,3.82%,1.6,线上,国投电力
2026-03-11,002052,12.1,9.01%,6.73%,1.58,线缘,同洲电子
2026-03-11,603112,17.96,6.59%,4.71%,1.51,线上,华翔股份
2026-03-11,002137,9.08,9.27%,4.37%,1.5,线上,实益达
2026-03-11,605183,22.82,10.45%,6.49%,1.46,线上,确成股份
2026-03-11,600724,6.65,5.39%,4.87%,1.45,线上,宁波富达
2026-03-11,002254,12.55,9.42%,4.27%,1.42,线上,泰和新材
2026-03-11,600063,7.3,11.79%,6.89%,1.38,线上,皖维高新
2026-03-11,001217,14.01,12.08%,9.58%,1.36,线上,华尔泰
2026-03-11,000048,19.54,13.8%,3.91%,1.33,线上,京基智农
2026-03-11,002532,18.7,12.11%,5.94%,1.32,线上,天山铝业
2026-03-11,600578,5.58,9.63%,4.39%,1.28,线上,京能电力
2026-03-11,601339,7.63,13.54%,7.02%,1.25,线上,百隆东方
2026-03-11,603098,16.06,9.62%,3.19%,1.21,线上,森特股份
2026-03-11,603505,21.38,14.88%,4.37%,1.18,线上,金石资源
