date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-01-12,605066,7.93,14.76%,3.43%,2.78,线上,天正电气
2026-01-12,002178,6.99,13.66%,3.57%,2.74,线上,延华智能
2026-01-12,688619,14.88,13.07%,5.36%,2.72,线上,罗普特
2026-01-12,600864,7.17,8.31%,4.17%,2.72,线上,哈投股份
2026-01-12,002577,18.9,9.19%,3.78%,2.69,线上,雷柏科技
2026-01-12,600428,7.4,6.47%,6.17%,2.63,线上,中远海特
2026-01-12,002458,9.27,13.05%,5.57%,2.61,线上,益生股份
2026-01-12,600055,17.4,11.9%,3.42%,2.54,线上,万东医疗
2026-01-12,002730,16.09,11.97%,3.39%,2.5,线上,电光科技
2026-01-12,002045,15.38,13.25%,3.79%,2.49,线上,国光电器
2026-01-12,002434,9.64,11.45%,6.03%,2.48,线上,万里扬
2026-01-12,601928,10.38,4.64%,3.28%,2.38,线上,凤凰传媒
2026-01-12,000650,6.18,9.57%,4.63%,2.36,线上,仁和药业
2026-01-12,603033,11.17,12.71%,5.17%,2.31,线上,三维股份
2026-01-12,000157,8.87,7.0%,5.6%,2.31,线上,中联重科
2026-01-12,002456,11.44,11.94%,3.81%,2.29,线上,欧菲光
2026-01-12,000338,18.84,10.82%,3.6%,2.26,线上,潍柴动力
2026-01-12,000565,7.9,9.57%,8.04%,2.23,线上,渝三峡Ａ
2026-01-12,002562,6.98,13.87%,3.8%,2.22,线上,兄弟科技
2026-01-12,600398,6.32,5.69%,4.55%,2.21,线上,海澜之家
2026-01-12,002027,8.04,14.86%,4.41%,2.19,线上,分众传媒
2026-01-12,688285,9.41,13.37%,3.67%,2.17,线上,高铁电气
2026-01-12,000852,7.83,14.47%,4.0%,2.14,线上,石化机械
2026-01-12,601666,8.49,8.43%,3.21%,2.14,线上,平煤股份
2026-01-12,601098,11.69,7.05%,3.0%,2.14,线上,中南传媒
2026-01-12,002094,7.93,13.29%,4.61%,2.11,线上,青岛金王
2026-01-12,002681,6.95,8.93%,3.08%,2.09,线上,奋达科技
2026-01-12,603787,13.78,10.33%,6.45%,2.08,线上,新日股份
2026-01-12,002258,14.4,13.56%,3.74%,2.03,线上,利尔化学
2026-01-12,600095,11.85,8.12%,4.71%,2.01,线上,湘财股份
2026-01-12,000782,5.27,8.21%,5.34%,2.01,线缘,恒申新材
2026-01-12,002165,8.05,11.5%,3.56%,2.0,线缘,红 宝 丽
2026-01-12,600129,19.16,10.31%,3.49%,1.99,线缘,太极集团
2026-01-12,600476,17.01,14.7%,3.34%,1.98,线上,湘邮科技
2026-01-12,002623,18.74,8.45%,4.28%,1.96,线缘,亚玛顿
2026-01-12,600757,9.31,7.38%,4.13%,1.95,线上,长江传媒
2026-01-12,600288,16.03,12.18%,3.64%,1.93,线上,大恒科技
2026-01-12,605056,18.25,13.35%,11.16%,1.86,线上,咸亨国际
2026-01-12,002939,10.52,5.73%,3.6%,1.86,线上,长城证券
2026-01-12,002229,17.25,13.04%,3.22%,1.85,线上,鸿博股份
2026-01-12,603170,15.58,11.68%,3.9%,1.84,线上,宝立食品
2026-01-12,603616,5.61,12.88%,4.46%,1.84,线上,韩建河山
2026-01-12,600992,14.15,13.93%,3.0%,1.84,线上,贵绳股份
2026-01-12,002129,9.13,12.02%,6.09%,1.83,线缘,TCL中环
2026-01-12,603366,10.18,7.05%,5.97%,1.83,线上,日出东方
2026-01-12,603317,13.28,8.23%,4.57%,1.82,线上,天味食品
2026-01-12,002698,17.3,8.81%,3.77%,1.81,线上,博实股份
2026-01-12,603106,11.5,13.3%,5.06%,1.8,线上,恒银科技
2026-01-12,002950,11.73,8.51%,4.77%,1.79,线上,奥美医疗
2026-01-06,600741,20.75,6.79%,3.32%,1.79,线上,华域汽车
2026-01-12,600661,10.84,8.4%,3.75%,1.78,线上,昂立教育
2026-01-12,600861,18.74,6.36%,3.17%,1.77,线上,北京人力
2026-01-12,600819,8.88,13.85%,6.53%,1.76,线上,耀皮玻璃
2026-01-12,002369,9.31,10.57%,4.0%,1.76,线上,卓翼科技
2026-01-12,000617,9.97,13.55%,3.47%,1.76,线上,中油资本
2026-01-12,600415,16.55,4.88%,3.76%,1.75,线缘,小商品城
2026-01-12,600382,7.72,11.56%,3.46%,1.74,线上,广东明珠
2026-01-12,600379,12.46,11.25%,3.29%,1.72,线上,宝光股份
2026-01-12,603997,14.26,9.27%,3.93%,1.72,线上,继峰股份
2026-01-12,600203,13.99,9.21%,3.41%,1.72,线上,福日电子
2026-01-12,600158,9.1,8.59%,3.03%,1.7,线上,中体产业
2026-01-12,600615,11.98,11.86%,3.82%,1.69,线上,鑫源智造
2026-01-12,002552,17.75,13.42%,3.54%,1.64,线上,宝鼎科技
2026-01-12,002066,20.79,12.93%,12.2%,1.64,线上,瑞泰科技
2026-01-12,603681,20.03,12.21%,7.5%,1.64,线上,永冠新材
2026-01-12,600155,7.06,8.78%,3.49%,1.63,线缘,华创云信
2026-01-12,000712,12.76,10.0%,3.34%,1.6,线缘,锦龙股份
2026-01-12,603826,17.77,5.4%,3.1%,1.59,线缘,坤彩科技
2026-01-12,000543,8.63,9.1%,3.7%,1.56,线上,皖能电力
2026-01-12,603511,16.72,10.88%,3.31%,1.56,线上,爱慕股份
2026-01-12,603578,12.68,11.23%,4.89%,1.56,线缘,三星新材
2026-01-12,605155,17.75,12.48%,8.05%,1.52,线上,西大门
2026-01-12,600409,6.6,14.98%,4.27%,1.52,线上,三友化工
2026-01-12,603823,16.66,11.07%,4.71%,1.51,线上,百合花
2026-01-12,603759,10.95,10.94%,3.46%,1.49,线上,海天股份
2026-01-12,603806,14.29,10.18%,4.19%,1.49,线缘,福斯特
2026-01-12,002575,6.79,11.86%,4.17%,1.49,线上,群兴玩具
2026-01-12,600843,12.63,14.71%,5.07%,1.49,线上,上工申贝
2026-01-12,601865,16.46,9.51%,3.83%,1.47,线缘,福莱特
2026-01-12,601086,10.97,8.94%,4.32%,1.44,线上,国芳集团
2026-01-12,603166,16.06,12.23%,3.34%,1.43,线上,福达股份
2026-01-12,600810,9.3,14.39%,3.36%,1.42,线上,神马股份
2026-01-12,600063,6.39,11.32%,3.48%,1.39,线上,皖维高新
2026-01-12,603719,12.3,6.49%,3.24%,1.37,线上,良品铺子
2026-01-12,688085,19.28,10.11%,3.06%,1.36,线上,三友医疗
2026-01-06,600184,20.44,14.13%,10.8%,1.35,线上,光电股份
2026-01-12,600785,14.44,11.76%,4.85%,1.32,线上,新华百货
2026-01-12,600977,16.87,12.47%,3.36%,1.26,线上,中国电影
2026-01-12,002861,19.14,9.43%,3.65%,1.25,线缘,瀛通通讯
2026-01-12,600246,12.94,11.26%,3.57%,1.23,线上,万通发展
2026-01-12,603871,14.05,13.67%,3.48%,1.17,线上,嘉友国际
2026-01-12,600233,16.92,4.96%,3.56%,1.16,线上,圆通速递
2026-01-12,000801,18.51,14.4%,3.25%,1.14,线上,四川九洲
