date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-05-29,605300,10.73,9.49%,6.4%,3.37,线缘,佳禾食品
2026-05-29,603861,17.05,13.82%,7.72%,2.92,线上,白云电器
2026-05-29,002527,14.05,13.22%,3.86%,2.45,线上,新时达
2026-05-29,600197,13.08,10.1%,5.1%,2.12,线上,伊力特
2026-05-29,600163,6.92,12.89%,4.32%,1.64,线上,中闽能源
2026-05-29,603885,11.9,12.26%,5.03%,1.61,线上,吉祥航空
2026-05-29,002406,8.85,13.32%,3.64%,1.58,线上,远东传动
2026-05-29,000729,12.77,7.49%,5.26%,1.35,线缘,燕京啤酒
2026-05-29,603815,7.13,7.38%,6.4%,1.28,线上,交建股份
2026-05-29,000862,7.15,11.54%,4.88%,1.24,线上,银星能源
2026-05-29,601001,18.36,11.0%,4.62%,1.14,线上,晋控煤业
