date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-08-10,000422,13.66,12.43%,4.09%,3.43,线缘,湖北宜化
2026-08-10,601199,6.06,13.7%,10.71%,2.03,线上,江南水务
2026-08-10,002521,7.1,11.81%,6.42%,1.92,线上,齐峰新材
2026-08-10,600987,6.81,7.75%,3.15%,1.89,线上,航民股份
2026-08-10,002982,12.4,12.22%,5.49%,1.67,线上,湘佳股份
2026-08-10,001201,11.93,9.75%,3.75%,1.67,线上,东瑞股份
2026-08-10,600521,18.19,14.12%,3.65%,1.64,线上,华海药业
2026-08-10,603609,6.46,6.78%,4.52%,1.64,线上,禾丰股份
2026-08-10,603566,10.56,6.99%,3.32%,1.58,线上,普莱柯
2026-08-10,603587,11.79,8.46%,3.87%,1.56,线缘,地素时尚
2026-08-10,002932,15.26,11.63%,3.59%,1.55,线上,明德生物
2026-08-10,603477,15.47,8.71%,3.46%,1.52,线上,巨星农牧
2026-08-10,000876,7.15,7.04%,3.47%,1.49,线上,新 希 望
2026-08-10,600351,6.96,11.0%,3.96%,1.45,线上,亚宝药业
2026-08-10,601155,11.26,8.58%,4.08%,1.45,线缘,新城控股
2026-08-10,001205,13.91,14.49%,3.9%,1.43,线上,盛航股份
2026-08-10,601882,19.88,12.76%,4.53%,1.41,线缘,海天精工
2026-08-10,002022,5.42,14.59%,3.97%,1.33,线上,科华生物
2026-08-10,603759,7.54,13.21%,4.99%,1.3,线上,海天股份
2026-08-10,600161,12.78,6.5%,4.0%,1.28,线上,天坛生物
2026-08-10,605377,9.4,9.56%,5.65%,1.27,线上,华旺科技
2026-08-10,601083,11.39,12.22%,3.33%,1.27,线上,锦江航运
2026-08-10,603708,9.57,7.05%,3.86%,1.27,线上,家家悦
2026-08-10,600295,12.59,9.86%,5.23%,1.27,线缘,鄂尔多斯
2026-08-10,603309,11.82,6.29%,3.19%,1.25,线缘,维力医疗
2026-08-10,600197,10.57,9.76%,3.19%,1.22,线缘,伊力特
2026-08-10,003039,12.18,12.47%,4.66%,1.2,线上,顺控发展
2026-08-04,600846,12.14,14.96%,8.42%,1.17,线上,同济科技
