date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-06-08,600749,16.17,13.08%,11.01%,2.36,线缘,西藏旅游
2026-06-08,603638,23.57,10.66%,6.82%,2.13,线上,艾迪精密
2026-06-08,002194,12.42,14.15%,9.56%,2.11,线上,武汉凡谷
2026-06-08,601288,6.57,7.0%,3.46%,1.73,线缘,农业银行
2026-06-08,000425,9.93,9.12%,6.41%,1.73,线缘,徐工机械
2026-06-08,600007,22.25,9.99%,5.64%,1.65,线上,中国国贸
2026-06-08,603006,14.16,12.03%,4.01%,1.62,线上,联明股份
2026-06-08,600736,7.86,14.58%,11.6%,1.62,线上,苏州高新
2026-06-08,002571,12.72,12.87%,8.45%,1.57,线上,德力股份
2026-06-08,002520,6.4,14.08%,5.35%,1.55,线上,日发精机
2026-06-08,605208,14.66,6.15%,6.54%,1.28,线上,永茂泰
2026-06-08,603429,9.57,10.89%,5.78%,1.27,线上,集友股份
2026-06-08,603328,13.0,11.88%,6.16%,1.25,线上,依顿电子
2026-06-08,601898,17.09,13.71%,7.13%,1.23,线缘,中煤能源
2026-06-08,000823,17.09,12.58%,8.63%,1.2,线上,超声电子
2026-06-08,603915,16.52,8.12%,6.15%,1.18,线上,国茂股份
2026-06-08,002973,13.22,13.09%,6.68%,1.12,线上,侨银股份
