date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-04-08,601108,8.31,11.1%,5.79%,2.57,线缘,财通证券
2026-04-08,002708,12.79,14.09%,7.22%,2.45,线缘,光洋股份
2026-04-08,002245,18.38,12.35%,4.08%,2.15,线上,蔚蓝锂芯
2026-04-08,603328,12.28,14.55%,7.17%,2.08,线上,依顿电子
2026-04-08,000810,11.54,14.14%,6.62%,1.84,线缘,创维数字
2026-04-08,603777,14.03,13.88%,8.71%,1.78,线上,来伊份
2026-04-08,603158,12.3,14.53%,7.58%,1.66,线上,腾龙股份
2026-04-08,603112,17.76,11.7%,4.09%,1.57,线上,华翔股份
2026-04-08,002534,17.66,12.41%,5.78%,1.53,线缘,西子洁能
2026-04-08,000811,18.43,13.49%,7.34%,1.43,线上,冰轮环境
2026-04-08,002783,9.64,12.09%,3.7%,1.33,线缘,凯龙股份
2026-04-08,600929,6.13,11.86%,3.31%,1.26,线上,雪天盐业
2026-04-08,002448,15.07,14.69%,4.08%,1.23,线上,中原内配
2026-04-08,605007,14.43,9.9%,5.08%,1.21,线缘,五洲特纸
2026-04-08,603766,14.76,14.42%,4.48%,1.15,线缘,隆鑫通用
2026-04-08,002695,10.88,14.41%,4.15%,1.15,线缘,煌上煌
