date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-01-08,002787,12.97,14.58%,6.98%,1.73,线上,华源控股
2026-01-08,601155,15.24,11.65%,7.09%,1.73,线上,新城控股
2026-01-08,002212,9.34,11.46%,3.29%,1.7,线缘,天融信
2026-01-08,002271,14.59,14.52%,5.8%,1.69,线上,东方雨虹
2026-01-08,002685,7.77,4.16%,5.28%,1.66,线上,华东重机
2026-01-08,002599,8.52,13.9%,5.45%,1.65,线上,盛通股份
2026-01-08,603088,10.97,14.99%,5.06%,1.65,线上,宁波精达
2026-01-08,002027,7.62,9.33%,5.11%,1.64,线上,分众传媒
2026-01-08,002698,16.64,4.65%,4.91%,1.64,线上,博实股份
2026-01-08,002877,9.44,4.54%,6.39%,1.64,线上,智能自控
2026-01-08,002950,11.37,5.18%,3.75%,1.64,线上,奥美医疗
2026-01-08,002350,8.78,10.72%,3.55%,1.64,线上,北京科锐
2026-01-08,603135,9.56,7.17%,4.27%,1.62,线缘,中重科技
2026-01-08,600819,8.83,13.21%,4.07%,1.62,线上,耀皮玻璃
2026-01-08,600992,13.64,9.82%,3.77%,1.62,线缘,贵绳股份
2026-01-08,603577,10.94,10.84%,3.83%,1.62,线上,汇金通
2026-01-08,002725,17.85,11.08%,7.43%,1.61,线上,跃岭股份
2026-01-08,600523,16.27,12.44%,5.77%,1.61,线上,贵航股份
2026-01-08,000881,9.38,14.25%,4.59%,1.57,线上,中广核技
2026-01-08,002583,11.83,11.18%,3.12%,1.54,线上,海能达
2026-01-08,002095,18.54,9.45%,4.62%,1.52,线缘,生 意 宝
2026-01-08,002167,13.16,13.64%,4.05%,1.51,线上,东方锆业
2026-01-08,600444,19.4,11.11%,4.65%,1.51,线上,国机通用
2026-01-08,600774,9.46,5.46%,3.32%,1.5,线缘,汉商集团
2026-01-08,002153,11.34,13.86%,6.94%,1.49,线上,石基信息
2026-01-08,688373,6.57,13.47%,3.4%,1.48,线缘,盟科药业
2026-01-08,002357,11.06,12.63%,5.54%,1.46,线上,富临运业
2026-01-08,600876,10.13,8.23%,3.73%,1.44,线缘,凯盛新能
2026-01-08,002291,6.82,11.99%,3.87%,1.44,线缘,遥望科技
2026-01-08,605001,7.84,14.12%,4.12%,1.44,线上,威奥股份
2026-01-08,600353,17.72,14.69%,5.56%,1.43,线上,旭光电子
2026-01-08,600604,6.04,14.39%,3.37%,1.43,线上,市北高新
2026-01-08,002533,13.0,9.15%,3.44%,1.41,线上,金杯电工
2026-01-08,002181,9.16,13.09%,4.36%,1.38,线缘,粤 传 媒
2026-01-08,601226,8.36,9.28%,4.88%,1.37,线上,华电科工
2026-01-08,002427,6.8,13.33%,5.04%,1.37,线上,尤夫股份
2026-01-08,002204,7.86,12.61%,4.23%,1.37,线上,大连重工
2026-01-08,002370,7.72,12.05%,4.12%,1.36,线上,亚太药业
2026-01-08,002520,6.4,11.5%,5.02%,1.35,线上,日发精机
2026-01-08,600366,14.33,10.91%,3.04%,1.35,线上,宁波韵升
2026-01-08,000829,11.0,6.49%,4.03%,1.35,线上,天音控股
2026-01-06,600184,20.44,14.13%,10.8%,1.35,线上,光电股份
2026-01-08,002918,15.53,14.61%,3.86%,1.33,线上,蒙娜丽莎
2026-01-08,002198,7.34,10.38%,6.35%,1.32,线上,嘉应制药
2026-01-08,603985,15.65,10.99%,4.09%,1.32,线上,恒润股份
2026-01-08,002905,11.07,13.42%,3.66%,1.28,线上,金逸影视
2026-01-08,000932,5.63,7.85%,3.53%,1.26,线缘,华菱钢铁
2026-01-08,002968,12.46,13.79%,5.88%,1.26,线上,新大正
2026-01-08,600235,6.85,10.13%,3.44%,1.25,线缘,民丰特纸
2026-01-08,600635,6.81,7.75%,3.9%,1.23,线缘,大众公用
2026-01-08,600848,12.02,9.47%,3.01%,1.23,线上,上海临港
2026-01-08,603777,14.2,9.4%,5.5%,1.22,线上,来伊份
2026-01-08,603969,10.37,12.96%,3.14%,1.21,线上,银龙股份
2026-01-08,600178,12.93,13.52%,3.13%,1.18,线上,东安动力
2026-01-08,002611,19.28,12.42%,3.23%,1.17,线上,东方精工
2026-01-08,601116,15.09,10.79%,7.03%,1.16,线上,三江购物
2026-01-08,600039,10.3,11.23%,4.95%,1.15,线上,四川路桥
2026-01-08,600312,18.85,12.81%,4.1%,1.14,线上,平高电气
2026-01-08,603997,14.1,9.3%,3.4%,1.13,线上,继峰股份
2026-01-08,002675,14.42,10.5%,3.64%,1.12,线缘,东诚药业
2026-01-08,002878,18.96,13.74%,3.82%,1.1,线上,元隆雅图
