date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-01-27,603018,8.2,9.92%,7.35%,19.64,线上,华设集团
2026-01-27,600789,10.32,14.29%,10.22%,19.62,线上,鲁抗医药
2026-01-27,603511,17.25,13.34%,10.05%,19.51,线上,爱慕股份
2026-01-27,002635,14.85,8.55%,4.86%,19.2,线上,安洁科技
2026-01-27,002835,17.84,10.67%,10.3%,19.18,线上,同为股份
2026-01-27,002040,10.94,11.63%,6.99%,19.02,线上,南 京 港
2026-01-27,603229,10.45,11.29%,11.89%,18.99,线上,奥翔药业
2026-01-27,603366,10.75,13.04%,9.49%,18.92,线上,日出东方
2026-01-27,600267,11.07,12.39%,7.21%,18.88,线上,海正药业
2026-01-27,000507,5.55,6.73%,3.29%,18.76,线上,珠海港
2026-01-27,603970,14.04,9.52%,3.23%,18.68,线上,中农立华
2026-01-27,000951,18.6,13.07%,6.92%,18.66,线上,中国重汽
2026-01-27,002688,6.7,14.33%,3.99%,18.61,线上,金河生物
2026-01-27,603279,18.23,12.46%,7.7%,18.52,线上,景津装备
2026-01-27,600821,5.78,13.56%,3.99%,18.5,线上,金开新能
2026-01-27,002106,11.9,9.17%,4.84%,18.5,线上,莱宝高科
2026-01-27,603010,11.33,12.4%,4.12%,18.48,线上,万盛股份
2026-01-27,002772,16.17,13.71%,17.89%,18.46,线上,众兴菌业
2026-01-27,002198,7.34,6.07%,5.87%,18.4,线上,嘉应制药
2026-01-27,002577,19.02,7.95%,4.49%,18.39,线上,雷柏科技
2026-01-27,600689,14.33,8.15%,4.55%,18.38,线上,上海三毛
2026-01-27,605151,20.65,10.96%,6.04%,18.32,线上,西上海
2026-01-27,603176,5.73,10.4%,4.36%,18.3,线上,汇通集团
2026-01-27,601298,9.21,11.64%,4.07%,18.23,线上,青岛港
2026-01-27,002137,9.28,9.18%,4.99%,18.23,线上,实益达
2026-01-27,002459,12.27,14.67%,9.18%,18.22,线上,晶澳科技
2026-01-27,603421,7.98,14.99%,8.5%,18.17,线上,鼎信通讯
2026-01-27,603685,20.43,14.13%,6.49%,18.14,线上,晨丰科技
2026-01-27,603628,14.74,11.16%,6.11%,18.08,线上,清源股份
2026-01-27,603515,19.87,11.5%,5.16%,18.08,线上,欧普照明
2026-01-27,000619,6.6,9.27%,6.88%,18.08,线上,海螺新材
2026-01-27,002457,11.8,11.74%,3.47%,18.05,线上,青龙管业
2026-01-27,603960,21.81,12.65%,4.59%,18.03,线上,克来机电
2026-01-27,601012,19.2,12.28%,5.4%,17.99,线上,隆基绿能
2026-01-27,601865,17.48,11.62%,6.23%,17.96,线上,福莱特
