日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-07-21,002490,山东墨龙,8.15,回踩MA5阴线,-0.15,5.96
2026-07-21,002152,广电运通,9.97,回踩MA10阴线,1.27,3.57
