日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-02,002083,孚日股份,11.77,回踩MA5阴线,0.58,5.83
2026-04-02,000670,盈方微,8.76,回踩MA10阴线,0.68,8.23
2026-04-02,605366,宏柏新材,10.84,回踩MA10阴线,0.92,3.59
