日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-07-15,000506,招金黄金,13.17,回踩MA5阴线,-0.14,6.2
2026-07-15,002268,电科网安,14.32,回踩MA10阴线,0.18,3.5
2026-07-15,002458,益生股份,8.55,回踩MA5阴线,-0.26,4.91
2026-07-15,603477,巨星农牧,15.53,回踩MA10阴线,-0.4,3.03
2026-07-15,000876,新 希 望,7.04,回踩MA10阴线,0.82,3.38
2026-07-15,002020,京新药业,14.02,回踩MA10阴线,-1.16,3.34
