日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-06-29,002057,中钢天源,12.2,回踩MA10阴线,-0.27,5.47
2026-06-29,000571,新大洲A,6.25,回踩MA5阴线,-0.64,3.26
2026-06-29,002601,龙佰集团,17.37,回踩MA5阴线,1.0,8.16
2026-06-29,600470,六国化工,6.07,回踩MA10阴线,1.15,3.05
2026-06-29,600352,浙江龙盛,12.67,回踩MA5阴线,1.31,11.86
2026-06-29,000949,新乡化纤,6.72,回踩MA10阴线,-1.42,3.28
