日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-15,000862,银星能源,7.57,回踩MA10阴线,-0.2,5.93
2026-03-15,600268,国电南自,15.14,回踩MA10阴线,-0.74,12.74
2026-03-15,603269,海鸥股份,16.25,回踩MA10阴线,1.31,3.92
