日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-23,002771,真视通,17.33,回踩MA10阴线,-0.02,4.97
2026-04-23,000791,甘肃能源,8.24,回踩MA5阴线,-0.07,4.49
2026-04-23,002706,良信股份,10.74,回踩MA5阴线,-0.56,5.69
2026-04-23,002131,利欧股份,7.98,回踩MA10阴线,-0.61,31.64
