日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-10,002120,韵达股份,7.89,回踩MA5阴线,-0.18,3.38
2026-05-10,000039,中集集团,12.81,回踩MA5阴线,-0.23,7.29
2026-05-10,002706,良信股份,11.65,回踩MA5阴线,0.28,5.42
2026-05-10,000925,众合科技,9.82,回踩MA5阴线,0.88,11.46
2026-05-10,000783,长江证券,8.22,回踩MA5阴线,1.23,15.9
