日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-07-06,000783,长江证券,9.98,回踩MA5阴线,0.26,21.7
2026-07-06,002601,龙佰集团,16.71,回踩MA5阴线,-0.49,6.16
2026-07-06,002180,纳思达,16.37,回踩MA5阴线,0.61,4.92
2026-07-06,000756,新华制药,14.49,回踩MA5阴线,0.98,3.32
2026-07-06,600851,海欣股份,9.15,回踩MA10阴线,-1.0,3.1
2026-07-06,000818,航锦科技,14.58,回踩MA5阴线,1.01,6.6
2026-07-06,603335,迪生力,8.66,回踩MA10阴线,-1.27,3.48
