日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-04,600219,南山铝业,6.18,回踩MA5阴线,0.1,14.43
2026-04-04,600152,维科技术,9.99,回踩MA10阴线,-0.67,5.59
