日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-01-11,600230,沧州大化,15.69,回踩MA5阴线,-0.04,3.61
2026-01-11,000703,恒逸石化,10.64,回踩MA5阴线,-0.17,3.81
2026-01-11,000700,模塑科技,14.82,回踩MA5阴线,0.53,15.6
2026-01-11,600755,厦门国贸,7.1,回踩MA5阴线,-0.59,6.43
2026-01-11,601969,海南矿业,11.48,回踩MA10阴线,-1.45,5.49
