日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-09,600028,中国石化,6.88,回踩MA10阴线,0.2,39.28
2026-03-09,000407,胜利股份,5.31,回踩MA10阴线,-0.24,4.16
2026-03-09,600435,北方导航,17.85,回踩MA10阴线,0.84,11.44
2026-03-09,000993,闽东电力,14.46,回踩MA5阴线,1.08,5.57
2026-03-09,601022,宁波远洋,9.91,回踩MA10阴线,-1.08,3.33
2026-03-09,600635,大众公用,6.68,回踩MA5阴线,-1.15,12.67
2026-03-09,600428,中远海特,8.28,回踩MA10阴线,-1.3,7.81
