日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-29,002752,昇兴股份,7.38,回踩MA5阴线,0.11,4.34
2026-04-29,600032,浙江新能,10.51,回踩MA10阴线,-0.47,9.06
2026-04-29,002846,英联股份,15.45,回踩MA10阴线,-0.52,3.21
2026-04-29,600703,三安光电,13.99,回踩MA10阴线,0.56,33.68
2026-04-29,600552,凯盛科技,15.34,回踩MA5阴线,-0.7,9.38
2026-04-29,002242,九阳股份,10.81,回踩MA10阴线,0.96,3.15
2026-04-29,000037,深南电A,10.75,回踩MA10阴线,-1.15,3.48
2026-04-29,600633,浙数文化,13.18,回踩MA10阴线,-1.16,9.58
