日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-02,002283,天润工业,10.63,回踩MA5阴线,0.38,7.8
2026-03-02,600589,大位科技,12.22,回踩MA10阴线,-0.71,41.0
2026-03-02,002208,合肥城建,15.35,回踩MA10阴线,0.83,5.45
