date,code,price,dif,name
2026-03-09,600732,15.29,0.279,爱旭股份
2026-03-09,601611,17.23,0.273,中国核建
2026-03-09,002706,11.73,0.179,良信股份
2026-03-09,603218,14.41,0.157,日月股份
2026-03-09,601898,18.2,1.09,中煤能源
2026-03-09,002782,24.88,0.926,可立克
2026-03-09,002648,27.7,1.368,卫星化学
2026-03-09,600590,16.99,1.255,泰豪科技
2026-03-09,002202,28.47,0.66,金风科技
2026-03-09,600886,14.02,0.164,国投电力
2026-03-09,605066,9.14,0.212,天正电气
2026-03-09,002056,21.98,0.368,横店东磁
2026-03-09,600222,7.34,0.112,太龙药业
2026-03-09,002366,8.36,0.077,融发核电
2026-03-09,002322,14.3,0.235,理工能科
2026-03-09,600722,13.23,1.362,金牛化工
2026-03-09,002198,7.58,0.085,嘉应制药
2026-03-09,601700,6.27,0.069,风范股份
2026-03-09,000862,8.36,0.379,银星能源
2026-03-09,600470,8.65,0.48,六国化工
2026-03-09,600719,6.76,0.067,大连热电
2026-03-09,000993,15.25,0.581,闽东电力
2026-03-09,000755,5.53,0.067,山西高速
2026-03-09,600603,7.63,0.196,广汇物流
2026-03-09,600080,8.83,0.188,金花股份
2026-03-09,002085,16.59,0.116,万丰奥威
2026-03-09,002053,13.01,0.156,云南能投
2026-03-09,002952,25.92,0.866,亚世光电
2026-03-09,603985,18.61,0.427,恒润股份
2026-03-09,603356,20.06,0.735,华菱精工
2026-03-09,003025,14.99,0.028,思进智能
2026-03-09,603227,9.04,0.117,雪峰科技
2026-03-09,600973,7.72,0.071,宝胜股份
2026-03-09,600158,10.68,0.3,中体产业
2026-03-09,002667,28.0,2.24,威领股份
2026-03-09,603776,20.31,0.316,永安行
2026-03-09,002845,15.55,0.162,同兴达
2026-03-09,002631,6.61,0.132,德尔未来
2026-03-09,002383,12.86,0.268,合众思壮
2026-03-09,002358,9.39,0.589,森源电气
2026-03-09,000922,15.62,0.283,佳电股份
2026-03-09,603856,14.84,0.158,东宏股份
2026-03-09,600703,16.38,0.178,三安光电
2026-03-09,601789,6.04,0.056,宁波建工
2026-03-09,603269,16.3,0.786,海鸥股份
2026-03-09,002783,10.34,0.086,凯龙股份
2026-03-09,002556,6.96,0.167,辉隆股份
2026-03-09,002339,13.21,0.419,积成电子
2026-03-09,000973,14.5,0.191,佛塑科技
2026-03-09,603421,8.37,0.119,鼎信通讯
2026-03-09,600475,21.83,0.258,华光环能
2026-03-09,002246,24.78,1.048,北化股份
2026-03-09,000524,13.02,0.051,岭南控股
2026-03-09,000065,13.92,0.321,北方国际
2026-03-09,600127,7.4,0.092,金健米业
2026-03-09,603070,17.53,0.741,万控智造
2026-03-09,600379,13.97,0.236,宝光股份
2026-03-09,601882,21.63,0.317,海天精工
2026-03-09,600773,16.52,0.598,西藏城投
2026-03-09,600191,13.43,0.118,华资实业
2026-03-09,605377,9.56,0.135,华旺科技
2026-03-09,002307,5.21,0.029,北新路桥
2026-03-09,002877,10.95,0.274,智能自控
2026-03-09,002666,5.83,0.043,德联集团
2026-03-09,600546,12.4,0.349,山煤国际
2026-03-09,000830,20.17,0.503,鲁西化工
2026-03-09,603588,14.02,1.08,高能环境
2026-03-09,600888,9.36,0.139,新疆众和
2026-03-09,002560,11.38,0.234,通达股份
2026-03-09,601969,13.52,0.36,海南矿业
2026-03-09,002571,13.02,0.226,德力股份
2026-03-09,000967,8.55,0.319,盈峰环境
2026-03-09,002520,6.85,0.133,日发精机
2026-03-09,601001,17.62,0.656,晋控煤业
2026-03-09,000803,10.51,0.442,山高环能
2026-03-09,603110,17.31,0.092,东方材料
2026-03-09,600163,6.6,0.177,中闽能源
2026-03-09,002730,19.17,0.646,电光科技
2026-03-09,000155,14.61,0.47,川能动力
2026-03-09,601218,5.82,0.096,吉鑫科技
2026-03-09,600468,9.04,0.302,百利电气
2026-03-09,600268,16.34,0.674,国电南自
