date,code,price,dif,name
2026-05-20,600353,23.91,1.725,旭光电子
2026-05-20,002164,14.59,0.425,宁波东力
2026-05-20,601598,6.28,0.016,中国外运
2026-05-20,603505,22.03,0.768,金石资源
2026-05-20,600577,14.7,0.401,精达股份
2026-05-20,003036,45.98,4.664,泰坦股份
2026-05-20,600151,15.78,0.321,航天机电
2026-05-20,002012,7.36,0.104,凯恩股份
2026-05-20,601198,13.6,0.082,东兴证券
2026-05-20,000026,21.8,1.341,飞亚达
2026-05-20,600909,6.62,0.129,华安证券
2026-05-20,003025,15.83,0.342,思进智能
2026-05-20,000670,8.73,0.108,盈方微
2026-05-20,002845,16.06,0.336,同兴达
2026-05-20,600768,19.13,0.448,宁波富邦
2026-05-20,002272,24.94,0.909,川润股份
2026-05-20,002849,18.58,0.202,威星智能
2026-05-20,002208,25.88,2.807,合肥城建
2026-05-20,600888,9.23,0.083,新疆众和
2026-05-20,000006,10.86,0.409,深振业Ａ
2026-05-20,603311,28.61,2.36,金海高科
2026-05-20,002678,6.27,0.127,珠江钢琴
2026-05-20,600226,6.03,0.163,亨通股份
2026-05-20,601566,11.98,0.191,九牧王
2026-05-20,002871,21.77,0.859,伟隆股份
2026-05-20,002782,30.35,1.43,可立克
2026-05-20,600415,14.17,0.168,小商品城
2026-05-20,600667,13.69,0.897,太极实业
2026-05-20,002584,8.46,0.089,西陇科学
2026-05-20,002066,27.44,1.334,瑞泰科技
2026-05-20,600333,6.08,0.134,长春燃气
2026-05-20,001330,9.71,0.46,博纳影业
2026-05-20,603997,13.74,0.231,继峰股份
2026-05-20,605018,14.01,0.438,长华集团
2026-05-20,002576,19.2,0.148,通达动力
2026-05-20,002795,10.2,0.467,永和智控
2026-05-20,600446,14.16,0.187,金证股份
2026-05-20,000417,9.53,0.436,合百集团
2026-05-20,603176,5.7,0.044,汇通集团
2026-05-20,605500,9.84,0.16,森林包装
2026-05-20,002706,13.36,0.61,良信股份
2026-05-20,002729,21.41,0.403,好利科技
2026-05-20,003018,69.84,7.012,金富科技
2026-05-20,603567,7.67,0.113,珍宝岛
2026-05-20,603730,11.71,0.458,岱美股份
2026-05-20,601133,33.3,2.372,柏诚股份
2026-05-20,603272,34.26,1.311,联翔股份
2026-05-20,002887,15.56,0.848,绿茵生态
2026-05-20,603823,23.59,1.626,百合花
2026-05-20,002301,8.53,0.346,齐心集团
2026-05-20,001313,9.79,0.343,粤海饲料
2026-05-20,000159,7.06,0.119,国际实业
2026-05-20,600336,8.26,0.242,澳柯玛
2026-05-20,002346,21.68,0.498,柘中股份
2026-05-20,002068,10.45,0.375,黑猫股份
