date,code,price,dif,name
2026-03-05,600732,15.25,0.216,爱旭股份
2026-03-05,601611,16.79,0.17,中国核建
2026-03-05,002706,11.52,0.128,良信股份
2026-03-05,603218,14.21,0.111,日月股份
2026-03-05,601898,17.53,0.942,中煤能源
2026-03-05,002782,24.25,0.761,可立克
2026-03-05,603861,21.09,1.493,白云电器
2026-03-05,002350,14.23,1.056,北京科锐
2026-03-05,600219,7.76,0.311,南山铝业
2026-03-05,600590,14.71,0.968,泰豪科技
2026-03-05,002202,28.0,0.54,金风科技
2026-03-05,002418,4.96,0.02,康盛股份
2026-03-05,600222,7.14,0.068,太龙药业
2026-03-05,601677,17.29,0.356,明泰铝业
2026-03-05,600722,12.3,1.096,金牛化工
2026-03-05,002198,7.37,0.041,嘉应制药
2026-03-05,601700,6.15,0.032,风范股份
2026-03-05,000890,9.15,0.883,法尔胜
2026-03-05,000862,7.31,0.231,银星能源
2026-03-05,603187,16.92,0.212,海容冷链
2026-03-05,000993,14.74,0.458,闽东电力
2026-03-05,000755,5.45,0.051,山西高速
2026-03-05,002532,19.19,0.229,天山铝业
2026-03-05,605222,22.15,0.435,起帆电缆
2026-03-05,002952,26.5,0.649,亚世光电
2026-03-05,601187,7.46,0.042,厦门银行
2026-03-05,002413,16.31,0.656,雷科防务
2026-03-05,600973,7.64,0.035,宝胜股份
2026-03-05,002800,23.41,1.521,天顺股份
2026-03-05,002272,21.01,1.266,川润股份
2026-03-05,002667,24.26,1.718,威领股份
2026-03-05,600860,15.86,0.536,京城股份
2026-03-05,603776,19.4,0.15,永安行
2026-03-05,603045,33.61,2.068,福达合金
2026-03-05,002631,6.07,0.054,德尔未来
2026-03-05,002358,9.12,0.553,森源电气
2026-03-05,002483,7.9,0.156,润邦股份
2026-03-05,002125,14.96,0.142,湘潭电化
2026-03-05,600435,18.41,0.345,北方导航
2026-03-05,601600,14.79,0.336,中国铝业
2026-03-05,601798,10.07,0.13,蓝科高新
2026-03-05,600236,11.62,0.636,桂冠电力
2026-03-05,603269,15.4,0.45,海鸥股份
2026-03-05,603960,26.73,1.39,克来机电
2026-03-05,603177,12.6,0.19,德创环保
2026-03-05,600475,21.89,0.168,华光环能
2026-03-05,002246,23.82,0.75,北化股份
2026-03-05,000065,13.57,0.218,北方国际
2026-03-05,603070,16.89,0.655,万控智造
2026-03-05,601068,6.48,0.156,中铝国际
2026-03-05,600773,15.75,0.392,西藏城投
2026-03-05,600191,13.26,0.039,华资实业
2026-03-05,002877,10.89,0.125,智能自控
2026-03-05,002639,22.41,0.252,雪人集团
2026-03-05,001376,22.23,0.77,百通能源
2026-03-05,600152,9.57,0.459,维科技术
2026-03-05,002560,11.25,0.179,通达股份
2026-03-05,002921,26.55,1.476,联诚精密
2026-03-05,600172,9.9,0.771,黄河旋风
2026-03-05,002520,6.77,0.092,日发精机
2026-03-05,000803,10.4,0.359,山高环能
2026-03-05,000600,9.47,0.196,建投能源
2026-03-05,002357,16.09,0.918,富临运业
2026-03-05,600163,6.49,0.148,中闽能源
2026-03-05,002725,16.85,0.231,跃岭股份
2026-03-05,605007,16.93,0.836,五洲特纸
2026-03-05,600714,23.79,1.959,金瑞矿业
2026-03-05,000612,15.11,0.57,焦作万方
2026-03-05,600188,20.13,1.4,兖矿能源
2026-03-05,601218,5.78,0.079,吉鑫科技
2026-03-05,600468,8.55,0.159,百利电气
2026-03-05,600268,14.59,0.45,国电南自
