date,code,price,dif,name
2026-03-31,603601,15.49,0.594,再升科技
2026-03-31,600428,8.99,0.231,中远海特
2026-03-31,003036,27.86,2.216,泰坦股份
2026-03-31,600137,22.97,0.23,浪莎股份
2026-03-31,002795,7.93,0.089,永和智控
2026-03-31,002810,23.44,1.015,山东赫达
2026-03-31,000065,14.55,0.359,北方国际
2026-03-31,600135,11.12,0.269,乐凯胶片
2026-03-31,000048,23.66,1.013,京基智农
2026-03-31,002181,12.3,0.269,粤 传 媒
2026-03-31,600127,7.51,0.039,金健米业
2026-03-31,605299,21.33,1.907,舒华体育
2026-03-31,600692,8.25,0.066,亚通股份
2026-03-31,002730,26.5,2.112,电光科技
2026-03-31,000890,15.43,1.855,法尔胜
2026-03-31,603017,16.32,0.713,中衡设计
2026-03-31,003018,29.1,1.358,金富科技
2026-03-31,603311,16.41,0.1,金海高科
2026-03-31,000070,17.8,0.073,特发信息
2026-03-31,000729,13.1,0.082,燕京啤酒
2026-03-31,600901,6.72,0.064,江苏金租
2026-03-31,000593,15.75,0.177,德龙汇能
2026-03-31,002082,30.2,2.441,万邦德
2026-03-31,001338,13.21,0.084,永顺泰
2026-03-31,603227,9.88,0.203,雪峰科技
2026-03-31,002491,12.2,0.46,通鼎互联
2026-03-31,600250,14.05,0.422,南京商旅
2026-03-31,601187,7.65,0.061,厦门银行
2026-03-31,600158,11.99,0.29,中体产业
2026-03-31,000993,16.31,0.607,闽东电力
2026-03-31,600110,9.22,0.3,诺德股份
2026-03-31,002634,8.94,0.294,棒杰股份
2026-03-31,600721,10.18,0.166,百花医药
2026-03-31,605222,22.96,0.069,起帆电缆
2026-03-31,601398,7.64,0.074,工商银行
2026-03-31,603808,10.58,0.138,歌力思
2026-03-31,600007,20.79,0.068,中国国贸
