date,code,price,dif,name
2026-03-17,600057,8.57,0.046,厦门象屿
2026-03-17,600054,13.8,0.26,黄山旅游
2026-03-17,600667,11.59,0.348,太极实业
2026-03-17,600722,19.3,2.447,金牛化工
2026-03-17,002729,20.54,0.481,好利科技
2026-03-17,600313,8.93,0.361,农发种业
2026-03-17,000890,13.42,1.564,法尔胜
2026-03-17,600367,28.64,1.782,红星发展
2026-03-17,601919,16.14,0.339,中远海控
2026-03-17,600901,6.61,0.06,江苏金租
2026-03-17,002585,7.93,0.145,双星新材
2026-03-17,002724,7.94,0.137,海洋王
2026-03-17,603105,11.14,0.191,芯能科技
2026-03-17,002636,32.42,1.915,金安国纪
2026-03-17,002235,11.37,0.239,安妮股份
2026-03-17,603817,8.34,0.243,海峡环保
2026-03-17,603977,16.2,0.1,国泰集团
2026-03-17,601187,7.69,0.051,厦门银行
2026-03-17,600012,15.54,0.236,皖通高速
2026-03-17,000739,18.24,0.031,普洛药业
2026-03-17,603778,24.79,1.723,国晟科技
2026-03-17,000007,14.58,0.641,全新好
2026-03-17,002575,8.53,0.277,群兴玩具
2026-03-17,605299,13.3,0.317,舒华体育
2026-03-17,603110,17.66,0.155,东方材料
2026-03-17,603949,22.95,0.584,雪龙集团
2026-03-17,002730,20.9,1.077,电光科技
2026-03-17,601218,7.16,0.373,吉鑫科技
