date,code,price,dif,name
2025-12-29,600058,11.52,0.434,五矿发展
2026-01-19,002284,17.19,0.91,亚太股份
2026-01-19,600644,11.49,0.234,乐山电力
2026-01-19,688707,14.99,0.205,振华新材
2026-01-19,688697,16.78,0.292,纽威数控
2026-01-19,002196,16.53,0.707,方正电机
2026-01-19,603823,18.37,0.384,百合花
2026-01-19,002246,21.28,0.733,北化股份
2026-01-19,688219,12.98,0.188,会通股份
2026-01-19,603901,15.61,0.499,永创智能
2026-01-19,600352,11.48,0.17,浙江龙盛
2026-01-19,000683,8.17,0.186,博源化工
2026-01-19,603070,14.58,0.281,万控智造
2026-01-19,000726,7.28,0.027,鲁  泰Ａ
2026-01-19,600116,6.67,0.021,三峡水利
2026-01-19,601965,18.89,0.18,中国汽研
2026-01-19,603050,19.49,0.295,科林电气
2026-01-19,603995,19.23,0.366,甬金股份
2026-01-19,002635,14.31,0.127,安洁科技
2026-01-19,002322,13.48,0.263,理工能科
2026-01-19,002849,18.83,1.046,威星智能
2026-01-19,002056,21.16,0.275,横店东磁
2026-01-19,002111,10.78,0.172,威海广泰
2026-01-19,002676,8.45,0.02,顺威股份
2026-01-19,002587,7.01,0.095,奥拓电子
2026-01-19,000510,16.69,1.557,新金路
2026-01-19,688571,8.13,0.144,杭华股份
2026-01-19,603926,20.19,0.849,铁流股份
2026-01-15,002131,10.4,1.115,利欧股份
2026-01-19,002580,13.41,0.149,圣阳股份
2026-01-19,600578,5.65,0.202,京能电力
2026-01-19,000600,9.08,0.138,建投能源
2026-01-19,600281,6.24,0.018,华阳新材
2026-01-19,601118,6.06,0.045,海南橡胶
2026-01-19,688681,20.26,0.496,科汇股份
2026-01-19,002033,9.6,0.095,丽江股份
2026-01-19,002658,9.48,0.163,雪迪龙
2026-01-14,002945,20.2,1.102,华林证券
2026-01-19,000739,18.22,0.433,普洛药业
2026-01-19,603006,14.07,0.134,联明股份
2026-01-06,603778,21.3,2.345,国晟科技
2026-01-19,002782,20.9,0.499,可立克
2026-01-19,603041,12.66,0.083,美思德
2026-01-19,000501,11.0,0.227,武商集团
2026-01-19,002350,9.92,0.216,北京科锐
2026-01-19,002286,9.82,0.121,保龄宝
2026-01-19,000422,15.66,0.222,湖北宜化
2026-01-12,601615,19.68,1.009,明阳智能
2026-01-19,601311,9.66,0.068,骆驼股份
2026-01-19,605050,13.81,0.071,福然德
2026-01-19,603693,12.72,0.132,江苏新能
2026-01-19,002186,12.61,0.102,全 聚 德
2026-01-19,000035,6.12,0.059,中国天楹
2026-01-19,600128,11.44,0.134,苏豪弘业
2026-01-19,600282,5.46,0.058,南钢股份
2026-01-19,002283,6.41,0.046,天润工业
2026-01-19,000157,8.88,0.104,中联重科
2026-01-06,603282,20.29,0.131,亚光股份
2026-01-19,002108,5.27,0.091,沧州明珠
2026-01-19,002237,15.48,0.504,恒邦股份
2026-01-19,002949,16.27,0.474,华阳国际
2026-01-19,600480,12.51,0.119,凌云股份
2026-01-19,688549,10.69,0.305,中巨芯
2026-01-19,002556,6.15,0.048,辉隆股份
2026-01-19,001239,17.08,0.135,永达股份
2026-01-19,603309,14.54,0.141,维力医疗
2026-01-19,002552,18.72,0.5,宝鼎科技
2026-01-19,603856,13.33,0.141,东宏股份
2026-01-19,002208,14.45,0.628,合肥城建
2026-01-19,002429,9.4,0.608,兆驰股份
2026-01-19,601669,5.84,0.077,中国电建
2026-01-19,002716,11.27,1.083,湖南白银
2026-01-19,002096,13.78,0.059,易普力
2026-01-19,600237,10.86,0.441,铜峰电子
2026-01-19,603328,11.44,0.084,依顿电子
2026-01-14,688085,22.3,0.401,三友医疗
2026-01-19,002743,5.9,0.092,富煌钢构
2026-01-19,603788,16.87,0.148,宁波高发
2026-01-19,002546,9.09,0.313,新联电子
2026-01-19,003025,15.04,0.226,思进智能
2026-01-12,002236,20.61,0.191,大华股份
2026-01-19,600768,16.38,0.675,宁波富邦
2025-12-29,002268,19.98,0.43,电科网安
2026-01-19,603759,12.79,0.306,海天股份
2026-01-12,600602,21.05,0.397,云赛智联
2026-01-08,601882,19.99,0.11,海天精工
2026-01-19,000922,14.9,0.424,佳电股份
2026-01-19,605336,18.31,0.655,帅丰电器
2026-01-19,002381,6.92,0.041,双箭股份
2026-01-19,603187,16.51,0.219,海容冷链
2026-01-19,000058,9.58,0.057,深 赛 格
2026-01-19,603861,16.06,0.702,白云电器
2026-01-19,002185,12.7,0.332,华天科技
2026-01-19,002617,9.28,0.156,露笑科技
2026-01-19,002842,20.1,1.713,翔鹭钨业
2026-01-19,603639,13.29,0.073,海利尔
2026-01-19,603331,14.11,0.529,百达精工
2026-01-19,000899,10.78,0.128,赣能股份
2026-01-19,600746,7.25,0.05,江苏索普
2026-01-19,600894,9.64,0.082,广日股份
2026-01-19,600328,8.73,0.113,中盐化工
2026-01-19,002674,15.13,0.362,兴业科技
2025-12-29,002202,21.66,1.08,金风科技
2026-01-19,002408,5.06,0.051,齐翔腾达
2026-01-19,002941,16.85,0.08,新疆交建
2026-01-19,603697,13.56,0.138,有友食品
2026-01-19,002591,7.74,0.109,恒大高新
2026-01-19,000822,5.54,0.016,山东海化
2026-01-19,002119,23.48,1.152,康强电子
2026-01-19,600419,10.14,0.032,天润乳业
2026-01-19,600969,11.59,0.528,郴电国际
2026-01-19,600026,14.57,0.612,中远海能
2026-01-19,600176,19.06,0.731,中国巨石
2026-01-19,603136,12.31,0.042,天目湖
2026-01-19,002576,18.56,0.246,通达动力
2026-01-19,601218,5.48,0.049,吉鑫科技
2026-01-19,002449,8.94,0.067,国星光电
2026-01-19,002734,17.51,0.135,利民股份
2026-01-19,603166,17.97,0.437,福达股份
2026-01-19,600379,13.2,0.241,宝光股份
2026-01-19,688156,19.26,0.387,路德环境
2026-01-19,002249,11.26,0.114,大洋电机
2026-01-19,600219,6.14,0.291,南山铝业
2026-01-19,002107,7.66,0.322,沃华医药
2026-01-19,600744,6.94,0.103,华银电力
2026-01-19,600268,13.46,0.48,国电南自
2026-01-19,000541,6.37,0.05,佛山照明
2026-01-19,000524,12.88,0.103,岭南控股
2026-01-19,002328,7.2,0.117,新朋股份
2026-01-19,600468,8.1,0.317,百利电气
2026-01-19,000716,6.63,0.031,黑芝麻
2026-01-19,601226,9.07,0.297,华电科工
2026-01-19,601958,19.45,1.153,金钼股份
2026-01-19,600302,13.31,0.528,标准股份
2026-01-19,603037,17.41,0.892,凯众股份
2026-01-19,688079,12.69,0.327,美迪凯
2026-01-19,000533,9.71,0.272,顺钠股份
2026-01-19,603058,10.97,0.264,永吉股份
2026-01-19,002427,7.62,0.238,尤夫股份
2026-01-19,600706,11.52,0.06,曲江文旅
2026-01-19,002358,7.1,0.22,森源电气
2026-01-19,002376,7.93,0.095,新北洋
2026-01-19,000571,6.48,0.06,新大洲A
2026-01-14,603079,20.6,0.468,圣达生物
2026-01-19,688560,19.87,1.166,明冠新材
2026-01-19,603700,13.92,0.237,宁水集团
2026-01-19,601133,18.5,0.8,柏诚股份
2026-01-19,600235,6.87,0.005,民丰特纸
2026-01-19,000610,13.27,0.156,西安旅游
2026-01-19,000636,19.92,0.627,风华高科
2026-01-19,002136,12.74,0.053,安 纳 达
2026-01-19,600292,13.76,0.175,远达环保
2026-01-19,002727,13.55,0.044,一心堂
2026-01-14,002150,21.41,0.116,通润装备
2026-01-19,002039,19.41,0.173,黔源电力
2026-01-19,600965,6.33,0.142,福成股份
2026-01-19,688203,13.38,0.077,海正生材
2026-01-19,601619,5.15,0.154,嘉泽新能
2026-01-19,600858,7.28,0.191,银座股份
2026-01-19,601179,14.36,1.189,中国西电
2026-01-19,002671,5.72,0.075,龙泉股份
2026-01-19,603170,15.24,0.124,宝立食品
2026-01-19,688299,18.78,0.228,长阳科技
2026-01-19,002478,9.48,0.266,常宝股份
2026-01-19,603022,11.58,0.232,新通联
2026-01-19,003038,16.59,0.155,鑫铂股份
2026-01-19,603201,17.65,0.106,XD常润股
2026-01-19,600138,10.21,0.099,中青旅
2026-01-19,002968,13.08,0.266,新大正
2026-01-19,002996,8.05,0.113,顺博合金
2026-01-19,603218,13.87,0.147,日月股份
2026-01-19,002337,6.67,0.099,赛象科技
2026-01-19,002026,15.78,0.225,山东威达
2026-01-19,600143,20.7,0.511,金发科技
2026-01-19,000920,13.3,0.149,沃顿科技
2026-01-06,688221,22.4,0.562,前沿生物
2026-01-19,601007,8.1,0.034,金陵饭店
2026-01-19,603730,9.96,0.321,岱美股份
2026-01-19,600841,6.86,0.095,动力新科
2026-01-19,603191,18.94,0.736,望变电气
2026-01-19,002611,19.79,0.36,东方精工
2026-01-19,003018,17.68,0.013,金富科技
2026-01-19,002479,5.15,0.031,富春环保
2026-01-19,688148,9.7,0.049,芳源股份
2026-01-19,603527,11.53,0.122,众源新材
2026-01-19,002066,20.12,0.376,瑞泰科技
2026-01-19,688597,10.19,0.286,煜邦电力
2026-01-19,002722,16.15,0.148,物产金轮
2026-01-19,600063,6.71,0.149,皖维高新
2026-01-19,002852,11.45,0.126,道道全
2026-01-19,688472,17.65,0.277,阿特斯
2026-01-19,000411,14.18,0.405,英特集团
2026-01-19,601636,6.3,0.019,旗滨集团
2026-01-19,601952,9.36,0.028,苏垦农发
2026-01-19,600884,14.2,0.119,杉杉股份
2026-01-19,002962,14.99,0.062,五方光电
