date,code,price,dif,name
2026-08-10,000812,3.66,0.063,陕西金叶
2026-08-10,002399,10.96,0.152,海普瑞
2026-08-10,603839,7.07,0.172,安正时尚
2026-08-10,600333,6.2,0.17,长春燃气
2026-08-04,002275,13.32,0.062,桂林三金
2026-08-10,002292,8.43,0.266,奥飞娱乐
2026-08-10,603387,9.32,0.186,基蛋生物
2026-08-10,002302,5.09,0.09,西部建设
2026-08-10,603209,13.93,0.098,兴通股份
2026-08-10,002749,9.11,0.101,国光股份
2026-08-10,002412,7.27,0.225,汉森制药
2026-08-10,002105,5.7,0.088,信隆健康
2026-08-10,600916,8.1,0.147,中国黄金
2026-08-04,000739,22.12,0.83,普洛药业
2026-08-10,600818,7.81,0.42,中路股份
2026-08-10,000059,4.66,0.081,华锦股份
2026-08-10,000756,14.13,0.063,新华制药
2026-08-10,601156,17.87,0.252,东航物流
2026-08-10,605599,17.07,0.573,菜百股份
2026-08-10,600201,13.97,0.407,生物股份
2026-08-10,600706,7.9,0.144,曲江文旅
2026-08-10,002022,5.42,0.077,科华生物
2026-08-10,603819,14.35,0.442,神力股份
2026-08-10,600971,8.43,0.191,恒源煤电
2026-08-10,603883,12.74,0.189,老百姓
2026-08-10,000419,5.02,0.039,通程控股
2026-08-04,000950,5.57,0.035,重药控股
2026-08-10,002612,16.75,1.009,朗姿股份
2026-08-10,600249,5.33,0.078,两面针
2026-08-10,002349,6.89,0.078,精华制药
2026-08-10,600267,14.24,0.526,海正药业
2026-08-10,000888,9.85,0.058,峨眉山Ａ
2026-08-10,001872,22.17,0.255,招商港口
2026-08-04,600846,12.14,0.248,同济科技
2026-08-10,002675,13.19,0.092,东诚药业
2026-08-10,605189,16.78,0.559,富春染织
2026-08-10,002333,5.55,0.154,罗普斯金
2026-08-10,002727,11.74,0.181,一心堂
2026-08-10,600351,6.96,0.14,亚宝药业
2026-08-10,603367,14.9,0.216,辰欣药业
2026-08-10,002490,7.92,0.052,山东墨龙
2026-08-10,600197,10.57,0.054,伊力特
2026-08-10,603993,20.75,0.543,洛阳钼业
2026-08-10,002698,13.56,0.264,博实股份
2026-08-10,000554,6.56,0.049,泰山石油
2026-08-10,603058,10.3,0.285,永吉股份
2026-08-10,600161,12.78,0.054,天坛生物
2026-08-10,003000,10.85,0.12,劲仔食品
2026-08-10,605007,16.77,0.502,五洲特纸
2026-08-10,603999,5.65,0.061,读者传媒
