date,code,price,dif,name
2026-04-28,600769,15.85,0.506,祥龙电业
2026-04-28,002921,28.15,0.737,联诚精密
2026-04-28,600768,17.56,0.079,宁波富邦
2026-04-28,603985,27.52,1.939,恒润股份
2026-04-28,600156,10.15,0.483,华升股份
2026-04-28,603335,7.25,0.255,迪生力
2026-04-28,002805,18.88,0.323,丰元股份
2026-04-28,000338,30.08,1.177,潍柴动力
2026-04-28,600719,7.61,0.195,大连热电
2026-04-28,000593,25.44,1.813,德龙汇能
2026-04-28,601898,18.57,0.105,中煤能源
2026-04-28,600773,27.17,2.257,西藏城投
2026-04-28,603685,33.4,1.255,晨丰科技
2026-04-28,600676,8.19,0.115,交运股份
2026-04-28,002494,5.75,0.061,华斯股份
2026-04-28,000626,9.23,0.25,远大控股
2026-04-28,000811,24.35,1.265,冰轮环境
2026-04-28,603709,18.93,0.277,中源家居
2026-04-28,600152,15.69,1.168,维科技术
2026-04-28,603327,10.95,0.252,福蓉科技
2026-04-28,000301,13.06,0.359,东方盛虹
2026-04-28,603399,16.03,0.947,永杉锂业
2026-04-28,600546,13.55,0.355,山煤国际
2026-04-28,002774,12.6,0.318,快意电梯
2026-04-28,603110,21.11,0.804,东方材料
2026-04-28,600189,8.4,0.118,泉阳泉
2026-04-28,002404,7.11,0.028,嘉欣丝绸
2026-04-28,600137,23.44,0.345,浪莎股份
2026-04-28,002798,7.59,0.297,帝欧水华
2026-04-28,605151,20.79,0.295,西上海
2026-04-28,603045,40.09,2.401,福达合金
2026-04-28,000739,18.81,0.218,普洛药业
2026-04-28,002963,16.78,0.2,豪尔赛
2026-04-28,600338,25.1,1.69,西藏珠峰
2026-04-28,603311,19.4,0.718,金海高科
2026-04-28,605136,10.93,0.111,丽人丽妆
2026-04-28,002730,30.88,1.735,电光科技
2026-04-28,002181,14.42,0.655,粤 传 媒
2026-04-28,600176,34.5,2.181,中国巨石
2026-04-28,000973,19.35,0.666,佛塑科技
2026-04-28,600869,17.38,0.857,远东股份
2026-04-28,605500,9.2,0.036,森林包装
2026-04-28,601001,19.09,0.399,晋控煤业
2026-04-28,002636,46.28,3.787,金安国纪
2026-04-28,601777,11.15,0.178,千里科技
2026-04-28,000155,18.32,0.721,川能动力
2026-04-28,600188,21.46,0.386,兖矿能源
2026-04-28,600884,15.76,0.44,杉杉股份
2026-04-28,000582,11.14,0.07,北部湾港
2026-04-28,000007,14.53,0.237,全新好
2026-04-28,601233,20.96,0.271,桐昆股份
2026-04-28,002695,12.03,0.264,煌上煌
2026-04-28,000967,14.18,1.308,盈峰环境
2026-04-28,002064,11.66,0.171,华峰化学
2026-04-28,605336,17.17,0.34,帅丰电器
