date,code,price,dif,name
2026-06-08,002171,13.24,0.305,楚江新材
2026-06-08,002254,17.08,0.789,泰和新材
2026-06-08,002571,12.72,0.168,德力股份
2026-06-08,000759,6.27,0.106,中百集团
2026-06-08,603861,18.3,0.311,白云电器
2026-06-08,002636,63.98,4.174,金安国纪
2026-06-08,605018,17.97,1.084,长华集团
2026-06-08,600367,52.83,6.436,红星发展
2026-06-08,603386,17.71,0.709,骏亚科技
2026-06-08,002527,16.29,0.476,新时达
2026-06-08,600522,49.53,2.625,中天科技
2026-06-08,600226,6.75,0.304,亨通股份
2026-06-08,603045,90.0,8.151,福达合金
2026-06-08,600552,22.05,1.26,凯盛科技
2026-06-08,600007,22.25,0.079,中国国贸
2026-06-08,603823,32.58,3.129,百合花
