code,signal,name
601456,突破回踩,国联民生
603886,突破回踩,元祖股份
600889,上升通道回踩,南京化纤
605208,突破回踩,永茂泰
001318,MACD底背离,阳光乳业
002669,上升通道回踩,康达新材
603871,上升通道回踩,嘉友国际
603081,MACD底背离,大丰实业
600692,MACD底背离,亚通股份
000598,上升通道回踩,兴蓉环境
002887,长线均线支撑,绿茵生态
601577,上升通道回踩,长沙银行
601009,上升通道回踩,南京银行
002120,MACD底背离,韵达股份
600638,MACD底背离,新黄浦
600919,上升通道回踩,江苏银行
002608,上升通道回踩,江苏国信
002790,MACD底背离,瑞尔特
000554,MACD底背离,泰山石油
603165,长线均线支撑,荣晟环保
002572,MACD底背离,索菲亚
002566,MACD底背离,益盛药业
000890,MACD底背离,法尔胜
002144,MACD底背离,宏达高科
600985,上升通道回踩,淮北矿业
603810,MACD底背离,丰山集团
002020,MACD底背离,京新药业
000567,长线均线支撑,海德股份
000014,MACD底背离,沙河股份
002999,MACD底背离,天禾股份
002166,MACD底背离,莱茵生物
603385,MACD底背离,惠达卫浴
600689,MACD底背离,上海三毛
002492,MACD底背离,恒基达鑫
601169,上升通道回踩,北京银行
002550,MACD底背离,千红制药
000007,突破回踩,全新好
603679,突破回踩,华体科技
601988,上升通道回踩,中国银行
603801,MACD底背离,志邦家居
603898,上升通道回踩,好莱客
603238,MACD底背离,诺邦股份
601398,上升通道回踩,工商银行
601187,突破回踩,厦门银行
601328,突破回踩,交通银行
603029,MACD底背离,天鹅股份
601665,突破回踩,齐鲁银行
605369,MACD底背离,拱东医疗
600774,MACD底背离,汉商集团
002668,长线均线支撑,TCL智家
002387,上升通道回踩,维信诺
603201,上升通道回踩,XD常润股
601377,突破回踩,兴业证券
601838,突破回踩,成都银行
002559,长线均线支撑,亚威股份
603015,上升通道回踩,弘讯科技
002828,MACD底背离,贝肯能源
002873,MACD底背离,新天药业
002700,上升通道回踩,万憬能源
603519,突破回踩,立霸股份
601001,上升通道回踩,晋控煤业
603609,MACD底背离,禾丰股份
600015,上升通道回踩,华夏银行
603182,MACD底背离,嘉华股份
600063,突破回踩,皖维高新
002579,上升通道回踩,中京电子
002395,MACD底背离,双象股份
603439,上升通道回踩,贵州三力
002968,MACD底背离,新大正
002072,上升通道回踩,凯瑞德
601658,上升通道回踩,邮储银行
