date,code,price,pct_chg,turnover,name
2026-03-17,600643,5.12,10.11%,5.76%,爱建集团
2026-03-17,002629,6.97,9.94%,12.85%,仁智股份
2026-03-17,000572,6.82,10.0%,6.91%,海马汽车
