date,code,price,pct_chg,turnover,name
2026-07-01,002107,6.1,7.21%,3.62%,沃华医药
2026-07-01,002394,9.71,8.86%,3.94%,联发股份
2026-07-01,002123,7.91,10.01%,5.02%,梦网科技
