date,code,price,pct_chg,turnover,name
2026-01-14,603309,14.55,8.26%,10.3%,维力医疗
2026-01-12,600694,20.05,9.98%,11.28%,大商股份
2026-01-14,000721,9.68,6.02%,12.45%,西安饮食
2026-01-14,002534,17.6,7.65%,5.04%,西子洁能
