date,code,price,pct_chg,turnover,name
2025-12-31,002634,5.65,9.92%,5.36%,棒杰股份
2025-12-31,603079,17.72,5.98%,5.01%,圣达生物
2025-12-31,000026,16.38,10.01%,5.89%,飞亚达
2025-12-31,600257,6.28,5.19%,6.58%,大湖股份
2025-12-31,600556,6.07,5.38%,8.88%,天下秀
2025-12-31,603787,14.06,8.24%,4.44%,新日股份
