date,code,price,pct_chg,turnover,name
2026-03-25,600802,6.27,10.0%,5.76%,福建水泥
2026-03-25,600158,11.23,9.99%,11.13%,中体产业
2026-03-25,601002,5.54,9.92%,3.95%,晋亿实业
