date,code,price,pct_chg,turnover,name
2026-03-13,600226,6.02,10.05%,6.1%,亨通股份
2026-03-13,002438,19.26,9.99%,6.61%,江苏神通
2026-03-13,600336,8.18,9.95%,6.57%,澳柯玛
2026-03-13,605222,23.06,10.02%,4.88%,起帆电缆
2026-03-13,002669,15.35,10.04%,10.89%,康达新材
2026-03-13,605056,24.2,5.77%,4.64%,咸亨国际
2026-03-13,002543,9.79,10.0%,3.47%,万和电气
