date,code,price,pct_chg,turnover,name
2025-12-29,002052,13.3,7.95%,10.05%,同洲电子
2025-12-29,603116,6.3,9.95%,3.81%,红蜻蜓
2025-12-29,603577,10.73,5.51%,7.12%,汇金通
