date,code,price,pct_chg,turnover,name
2026-06-12,601696,11.54,10.01%,3.45%,中银证券
2026-06-12,600601,12.89,9.98%,8.88%,方正科技
2026-06-12,600576,6.18,9.96%,6.59%,祥源文旅
2026-06-12,002611,18.41,8.17%,10.6%,东方精工
2026-06-12,002345,9.76,10.03%,3.91%,潮宏基
2026-06-12,002215,9.58,9.99%,3.9%,诺 普 信
